Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Код класса по МССК,Примечания
,,,GGKA,,Мембрана ПВХ,"Водонепроницаемое гидроизоляционное гибкое полотно, выполненное из полимерного материала","ГОСТ Р 56704-2015
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"22.21.42.120.12.1.02.10-0089
22.21.42.120.12.1.02.10-0095
22.29.21.000.12.1.02.10-0101
22.21.42.120.12.1.02.10-1010
22.21.42.120.12.1.02.10-1012
22.21.42.120.12.1.02.10-1014
22.21.42.120.12.1.02.10-1018
22.21.42.120.12.1.02.10-1020
22.21.42.120.12.1.02.10-1024
22.21.42.120.12.1.02.10-1026
22.21.42.120.12.1.02.10-1028
22.21.42.120.12.1.02.10-1030
22.21.42.120.12.1.02.10-1032
22.21.42.120.12.1.02.10-1034
22.21.42.120.12.1.02.10-1036
22.21.42.120.12.1.02.10-1038
22.21.42.120.12.1.02.10-1040
22.21.42.120.12.1.02.10-1042
22.21.42.120.12.1.02.10-1044
22.21.42.120.12.1.02.10-1046
22.21.42.120.12.1.02.10-1048
22.21.42.120.12.1.02.10-1050
22.21.42.120.12.1.02.10-1052
22.21.42.120.12.1.02.10-1054
22.21.42.120.12.1.02.10-1056
22.21.42.120.12.1.02.10-1058
22.21.42.120.12.1.02.10-1060
22.21.42.120.12.1.02.10-1062
22.21.42.120.12.1.02.10-1064
22.21.42.120.12.1.02.10-1066
22.21.42.120.12.1.02.10-1068
22.21.42.120.12.1.02.10-1070
22.21.42.120.12.1.02.10-1072
22.21.42.120.12.1.02.10-1074
22.21.42.120.12.1.02.10-1076
22.21.42.120.12.1.02.10-1078
22.21.42.120.12.1.02.10-1080
22.21.42.120.12.1.02.10-1082
22.21.42.120.12.1.02.10-1084
22.21.42.120.12.1.02.10-1086
22.21.42.120.12.1.02.10-1088
22.21.42.120.12.1.02.10-1090
22.21.42.120.12.1.02.10-1092
22.21.42.120.12.1.02.10-1094
22.21.42.120.12.1.02.10-1096
22.21.42.120.12.1.02.10-1098
22.21.42.120.12.1.02.10-1100
22.21.42.120.12.1.02.10-1102
22.21.42.120.12.1.02.10-1104
22.21.42.120.12.1.02.10-1106
22.21.42.120.12.1.02.10-1108
22.21.42.120.12.1.02.10-1110
22.21.42.120.12.1.02.10-1112
22.21.42.120.12.1.02.10-1114
22.21.42.120.12.1.02.10-1116
22.21.42.120.12.1.02.10-1118
22.21.42.120.12.1.02.10-1120
22.21.42.120.12.1.02.10-1122
22.21.42.120.12.1.02.10-1124
22.21.42.120.12.1.02.10-1126
22.21.42.120.12.1.02.10-1128
22.21.42.120.12.1.02.10-1130
22.21.42.120.12.1.02.10-1132
22.21.42.120.12.1.02.10-1134
22.21.42.120.12.1.02.10-1136
22.21.42.120.12.1.02.10-1138
22.21.42.120.12.1.02.10-1140
22.21.42.120.12.1.02.10-1144
22.21.42.120.12.1.02.10-1146
22.21.42.120.12.1.02.10-1148
22.21.42.120.12.1.02.10-1150
22.21.42.120.12.1.02.10-1152
22.21.42.120.12.1.02.10-1154
22.21.42.120.12.1.02.10-1156
22.21.42.120.12.1.02.10-1158
22.21.42.120.12.1.02.10-1160
22.21.42.120.12.1.02.10-1162
22.23.19.000.12.1.02.10-1355
22.21.42.120.12.1.02.10-1356
22.23.19.000.12.1.02.10-1380
22.21.42.120.12.1.02.10-1387
22.21.42.120.12.1.02.10-1388
23.99.12.110.12.1.02.10-0082",,
,,,GGKB,,Мембрана полипропиленовая,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,"22.21.42.120.12.1.02.11-0001
22.21.30.120.12.1.02.11-0014",,
,,,GGKC,,Мембрана ТПО (смесь каучука и полипропилена),,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,"22.21.42.120.12.1.02.10-1176
22.21.42.120.12.1.02.10-1178
22.21.42.120.12.1.02.10-1180
22.21.42.120.12.1.02.10-1182
22.21.42.120.12.1.02.10-1184
22.21.42.120.12.1.02.10-1186
22.21.42.120.12.1.02.10-1188
22.21.42.120.12.1.02.10-1190
22.21.42.120.12.1.02.10-1192
22.21.42.120.12.1.02.10-1194
22.21.42.120.12.1.02.10-1196
22.21.42.120.12.1.02.10-1198
22.21.42.120.12.1.02.10-1200
22.21.42.120.12.1.02.10-1202
22.21.42.120.12.1.02.10-1204
22.21.42.120.12.1.02.10-1206
22.21.42.120.12.1.02.10-1208
22.21.42.120.12.1.02.10-1210
22.21.42.120.12.1.02.10-1212
22.21.42.120.12.1.02.10-1214
22.21.42.120.12.1.02.10-1216
22.21.42.120.12.1.02.10-1218
22.21.42.120.12.1.02.10-1220
22.21.42.120.12.1.02.10-1222
22.21.42.120.12.1.02.10-1224
22.21.42.120.12.1.02.10-1226
22.21.42.120.12.1.02.10-1228
22.21.42.120.12.1.02.10-1230
22.21.42.120.12.1.02.10-1232
22.21.42.120.12.1.02.10-1234
22.21.42.120.12.1.02.10-1236
22.21.42.120.12.1.02.10-1238
22.21.42.120.12.1.02.10-1240
22.21.42.120.12.1.02.10-1242
22.21.42.120.12.1.02.10-1244
22.21.42.120.12.1.02.10-1246
22.21.42.120.12.1.02.10-1248
22.21.42.120.12.1.02.10-1250
22.21.42.120.12.1.02.10-1252
22.21.42.120.12.1.02.10-1254
22.21.42.120.12.1.02.10-1256
22.21.42.120.12.1.02.10-1258
22.21.42.120.12.1.02.10-1260
22.21.42.120.12.1.02.10-1262
22.21.42.120.12.1.02.10-1264
22.21.42.120.12.1.02.10-1266
22.21.42.120.12.1.02.10-1268
22.21.42.120.12.1.02.10-1270
22.21.42.120.12.1.02.10-1272
22.21.42.120.12.1.02.10-1274
22.21.42.120.12.1.02.10-1276
22.21.42.120.12.1.02.10-1278
22.21.42.120.12.1.02.10-1280
22.21.42.120.12.1.02.10-1282
22.21.42.120.12.1.02.10-1284
22.21.42.120.12.1.02.10-1286
22.21.42.120.12.1.02.10-1288
22.21.42.120.12.1.02.10-1290
22.21.42.120.12.1.02.10-1292
22.21.42.120.12.1.02.10-1294
22.21.42.120.12.1.02.10-1296
22.21.42.120.12.1.02.10-1298
22.21.42.120.12.1.02.10-1300
22.21.42.120.12.1.02.10-1302
22.21.42.120.12.1.02.10-1304
22.21.42.120.12.1.02.10-1306
22.21.42.120.12.1.02.10-1308
22.21.42.120.12.1.02.10-1310
22.21.42.120.12.1.02.10-1312
22.21.42.120.12.1.02.10-1314
22.21.42.120.12.1.02.10-1316
22.21.42.120.12.1.02.10-1318
22.21.42.120.12.1.02.10-1320
22.21.42.120.12.1.02.10-1322
22.21.42.120.12.1.02.10-1324
22.21.42.120.12.1.02.10-1326
22.21.42.120.12.1.02.10-1328
22.21.42.120.12.1.02.10-1330
22.21.42.120.12.1.02.10-1385
22.21.42.120.12.1.02.10-1386
22.21.42.120.12.1.02.11-1000
22.21.42.120.12.1.02.10-1381
22.21.42.120.12.1.02.10-1382
22.21.42.120.12.1.02.10-1383
22.21.42.120.12.1.02.10-1384",,
,,,GGKD,,ЭПДМ мембрана (синтетический каучук),,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,"20.17.10.173.12.1.02.10-1331
20.17.10.173.12.1.02.10-1332
20.17.10.173.12.1.02.10-1334
20.17.10.173.12.1.02.10-1336
20.17.10.173.12.1.02.10-1338
20.17.10.173.12.1.02.10-1340
20.17.10.173.12.1.02.10-1342
20.17.10.173.12.1.02.10-1344
20.17.10.173.12.1.02.10-1346
20.17.10.173.12.1.02.10-1348
20.17.10.173.12.1.02.10-1350
20.17.10.173.12.1.02.10-1352
20.17.10.173.12.1.02.10-1354",,
,,,GGKE,,Геомембрана,,"ГОСТ Р 56586-2015
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,01.7.12.04,,
,,,,GGKE010,"Полотно дренажное, полиэтиленовое",,"ГОСТ Р 56586-2015
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,22.23.19.000.01.7.12.06-1088 22.23.19.000.01.7.12.06-1090 22.23.19.000.01.7.12.06-1092,,
H,,,,,Отходы промышленности,,,По виду материала,,,,
,HA,,,,Смеси шлака и аналогичных промышленных отходов,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),По виду материала,,02.4,,
,,HAA,,,Щебень шлаковый,,"ГОСТ 32858-2014
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,02.4.03,,
,,HAB,,,Смеси шлаковые,,"ГОСТ Р 58770-2019
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"02.4.02
",,
,HB,,,,Отходы металлургии,,,По виду материала,,,,
,,HBA,,,Шлаки цветной металлургии,,ГОСТ 5578-2019,,,,,
,,HBB,,,Ферросплавные шлаки,,ГОСТ 5578-2019,,,,,
,,HBC,,,Сталеплавильные шлаки,,ГОСТ 5578-2019,По виду материала,,,,
,,,,HBC010,Песок шлаковый для дорожного строительства,,"ГОСТ 3344-83
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,"02.4.01.02
",СТ 10 10 32,
,,,,HBC020,Щебень пористый из металлургического шлака,,"ГОСТ 32496-2013
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,02.4.03.02,,
,,,,HBC030,Щебень из доменного шлака для бетона,,"ГОСТ 32496-2013
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,02.4.03.01,,
,,,,HBC040,Песок пористый из металлургического шлака,,"ГОСТ 32496-2013
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,02.4.01.01,,
,,,,HBC050,Смеси щебеночно-песчаные из шлаков черной металлургии,,"ГОСТ 32496-2013
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,02.4.02.01,,
,,HBD,,,Продукты обогащения руд,,ГОСТ 14180-80,,,,,
,,HBE,,,Нефелиновый шлам,,ОДМ 218.3.043-2015,,,,,
,HC,,,,Отходы топливной промышленности и тепловой энергетики,,,По виду материала,,,,
,,,,HC010,Отходы углеобогащения,,ГОСТ 15489.1-93,,,,,
,,,,HC020,Смеси золошлаковые,,,,,,,
,,,,HC030,Зола ТЭЦ,,ГОСТ 25818-2017,,,,,
,,,,HC040,Сажа,,"ГОСТ 18307-78
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,20.13.24.150.01.7.07.17-0011,,
,,,,HC050,Шлаки ТЭЦ,,ГОСТ Р 57789-2017,,,,,
,,,,HC060,Шахтные породы,,ГОСТ Р 58150-2018,,,,,
,,,,HC070,Каменноугольные фусы,, ТУ 19.10.20-003-53496484-2019,,,,,
,HD,,,,Отходы химической промышленности,,,По виду материала,,,,
,,HDA,,,Железистные отходы,,ГОСТ 30775-2001,,,,,
,,HDB,,,Известьсодержащие отходы,,ГОСТ 30775-2001,,,,,
,,HDC,,,Гипсосодержащие отходы,,ГОСТ 30775-2001,,,,,
,,HDD,,,Солесодержащие шламы,,ГОСТ 30775-2001,,,,,
,,HDE,,,Нефтяные шламы,,ГОСТ 30775-2001,,,,,
,,HDF,,,Гидроксидсодержащие шламы,,ГОСТ 30775-2001,,,,,
,,HDG,,,Содопродукты,,,,,,,
,,HDH,,,Шлаки фосфорного производства,,ГОСТ 3344-83,По виду материала,,,,
,,,,HDH010,Щебень из фосфорных шлаков,,ГОСТ 3344-83,,,,,
,,HDJ,,,Вторичные полимерные продукты,,ГОСТ Р 57058-2016,,,,,
,HE,,,,Отходы обрабатывающей промышленности строительства,,,По виду материала,,,,
,,HEA,,,Бой строительных материалов,,,По виду материала,,,,
,,,,HEA010,Бой кирпича,,,,,,,
,,,,HEA020,Бой бетона,,,,,,,
,,,,HEA030,Бой асфальта,,,,,,,
,,,,HEA040,Бой стекла,,,,,,,
,,HEB,,,Лом металлов,,СП 43.13330.2012,По виду материала,,,,
,,,,HEB010,Чугунный лом,,СП 43.13330.2012,,,,,
J,,,,,Жидкие и газообразные материалы,,,По виду материала,,,,
,JA,,,,Масла,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),По виду материала,,01.3.04,,
,,,,JA010,Масло гидравлическое,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.3.04.01,,
,,,,JA020,Масло дизельное моторное,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.3.04.02,,
,,,,JA030,Масло индустриальное,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.3.04.03,,
,,,,JA040,Масло компрессорное,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.3.04.04,,
,,,,JA050,Масло трансмиссионное,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.3.04.05,,
,,,,JA060,Масло трансформаторное,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.3.04.06,,
,,,,JA070,Масло турбинное,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.3.04.07,,
,JB,,,,Жидкие реактивы и материалы,,,По виду материала,,,,
,,,,JB010,Дихлорэтан,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.3.05.11,,
,,,,JB020,Диэтилентриамин,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,, 01.3.05.12,,
,,,,JB030,Олеум,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.3.05.26,,
,,,,JB040,Толуилендиизоцианат,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.3.05.32,,
,,,,JB050,Формалин,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.3.05.34,,
,,,,JB060,Фурфурол,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.3.05.35,,
,,,,JB070,Этилацетат,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.3.05.37,,
,JC,,,,Горючие смазочные материалы (ГСМ),,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),По виду материала,,01.3.01,,
,,JCA,,,Бензин,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.3.01.01,,
,,JCB,,,Вазелин,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.3.01.02,,
,,JCC,,,Керосин,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.3.01.03,,
,,JCD,,,Мазут,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.3.04.04,,
,,JCE,,,Парафин,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.3.01.05,,
,,JCF,,,Спирт,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,01.3.01.07,,
