code,level_1,level_2,level_3,level_4,param_1,param_2
ТО 20 30 10 04,,,,"Установки для товарного раствора, емкость до 4 м3",2.1-6-44,28.92.40.131
ТО 20 30 10 05,,,,"Установки по приготовлению и подаче растворов из сухих смесей, производительность до 3 м3/ч",2.1-6-46,28.92.40.131
ТО 20 40,,Растворосмесители,,,,
ТО 20 40 10,,,Передвижные,,,
ТО 20 40 10 01,,,,"Растворосмесители передвижные, емкость до 65 л",2.1-6-24,28.92.40.131
ТО 20 40 10 02,,,,"Растворосмесители передвижные, емкость до 80 л",2.1-6-25,28.92.40.131
ТО 20 40 10 03,,,,"Растворосмесители передвижные, емкость до 150 л",2.1-6-27,28.92.40.131
ТО 20 40 10 04,,,,"Растворосмесители передвижные, емкость до 250 л",2.1-6-28,28.92.40.131
ТО 20 40 10 05,,,,"Бетононасосы-миксеры прицепные с двигателем внутреннего сгорания, производительность до 10 м3/ч, мощность до 21,3 кВт (29 л.с.)",2.1-6-60,28.92.40.131
ТО 20 50,,Растворонасосы,,,,
ТО 20 50 10,,,Растворонасосы,,,
ТО 20 50 10 01,,,,"Растворонасосы, производительность до 1 м3/ч",2.1-6-33,28.13.11.140
ТО 20 50 10 02,,,,"Растворонасосы, производительность до 3 м3/ч",2.1-6-34,28.13.11.140
ТО 20 50 10 03,,,,"Растворонасосы, производительность до 6 м3/ч",2.1-6-35,28.13.11.140
ТО 20 50 10 04,,,,"Установки цементационные автоматизированные, производительность до 15 м3/ч",2.1-6-36,28.92.30.150
ТО 20 50 10 06,,,,Бункеры-смесители при кладке дымовых кирпичных труб с эстакадой,2.1-6-38,28.92.40.139
ТО 20 60,,Бадьи,,,,
ТО 20 60 10,,,Бадьи,,,
ТО 20 60 10 01,,,,"Бадьи, емкость до 1 м3",2.1-6-47,25.29.11.000
ТО 20 60 10 02,,,,"Бадьи, емкость до 2 м3",2.1-6-48,25.29.11.000
ТО 20 60 10 03,,,,"Бадьи, емкость до 4 м3",2.1-6-49,25.29.11.000
ТО 20 70,,Машины для распределения строительного раствора или бетона,,,,28.92.30.150
ТО 20 70 10,,,Тележки нагнетательные,,,
ТО 20 70 10 01,,,,"Аппараты для нанесения раствора для гидроизоляции швов, производительность до 0,15 м3/ч",2.1-6-57,28.92.30.150
ТО 20 70 10 03,,,,"Установки для сухого торкретирования, производительность до 4 м3/ч",2.1-6-55,28.92.30.150
ТО 20 70 10 04,,,,Скользящая опалубка для строительства монолитных железобетонных труб,2.1-6-54,25.11.23.119
ТО 20 80,,Вибраторы,,,,
ТО 20 80 10,,,Вибраторы,,,
ТО 20 80 10 01,,,,Вибраторы поверхностные,2.1-6-51,28.92.30.150
ТО 20 80 10 02,,,,Вибраторы глубинные,2.1-6-52,28.92.30.150
ТО 20 80 10 03,,,,"Бункеры-накопители с побудителем, объем по загрузке 200 л",2.1-6-56,25.91.11.000
ТО 20 90,,"Установки для набрызгивания, опрыскивания, опыливания",,,,
ТО 20 90 10,,,Установки для набрызгивания,,,
ТО 20 90 10 01,,,,Машины для набрызга бетона,2.1-6-5,28.92.30.150
ТО 20 90 10 02,,,,"Машины инъекционные для цементации предварительно-напряженных анкеров, подача до 30 л/мин, емкость смесительного бака до 100 л",2.1-6-58,28.92.30.150
ТО 20 90 20,,,Опрыскиватели и опыливатели,,,
ТО 20 90 20 01,,,,Опрыскиватели вентиляторные,2.1-17-21,28.99.39.190
ТО 20 90 20 02,,,,Опыливатели широкозахватные универсальные,2.1-17-30,28.99.39.190
ТО 22,Машины и оборудование для свайных работ,,,,,
ТО 22 10,,Копровые установки,,,,
ТО 22 10 10,,, С пневматическим молотом,,,
ТО 22 10 10 01,,,,"Копровые установки универсальные с пневматическим молотом, грузоподъемность до 8 т",2.1-7-1,28.92.30.110
ТО 22 10 20,,,С дизель-молотом,,,
ТО 22 10 20 01,,,,"Установки копровые универсальные самоходные с дизель-молотом, масса ударной части до 2,5 т",2.1-7-2,28.92.30.110
ТО 22 10 20 02,,,,"Установки копровые универсальные самоходные с дизель-молотом, масса ударной части до 5,0 т",2.1-7-3,28.92.30.110
ТО 22 10 20 03,,,,Агрегаты для вибропогружения свайных фундаментов опор контактной сети (без мотовоза-электростанции),2.1-7-4,28.92.30.110
ТО 22 20,,Копровое оборудование,,,,
ТО 22 20 10,,,С трубчатым дизель-молотом,,,
ТО 22 20 10 01,,,,"Мачты копровые с трубчатым дизель-молотом, масса ударной части до 0,6 т",2.1-7-7,28.92.30.110
ТО 22 20 10 02,,,,"Копровое оборудование с трубчатым дизель-молотом, масса ударной части до 1,25 т",2.1-7-8,28.92.30.110
ТО 22 20 10 03,,,,"Копровое оборудование с трубчатым дизель-молотом, масса ударной части до 1,8 т",2.1-7-9,28.92.30.110
ТО 22 20 10 04,,,,"Копровое оборудование с трубчатым дизель-молотом, масса ударной части до 2,5 т",2.1-7-10,28.92.30.110
ТО 22 20 10 05,,,,"Копровое оборудование с трубчатым дизель-молотом, масса ударной части до 3,5 т",2.1-7-11,28.92.30.110
ТО 22 20 20,,,С вибропогружателем,,,
ТО 22 20 20 01,,,,"Копровое оборудование с вибропогружателем низкочастотное для металлических и железобетонных свай, масса до 3 т",2.1-7-12,28.92.30.110
ТО 22 20 20 02,,,,Копровое оборудование с вибропогружателем низкочастотное для свай-оболочек,2.1-7-13,28.92.30.110
ТО 22 20 20 03,,,,"Мачты копровые с вибропогружателем высокочастотным для шпунтов и свай, масса до 1,5 т",2.1-7-14,28.92.30.110
ТО 22 20 20 04,,,,Копровое оборудование с полиспастом для извлечения свай,2.1-7-15,28.92.30.110
ТО 22 20 20 05,,,,"Экскаваторы под копровое оборудование, объем ковша до 1,0 м3",2.1-7-17,28.92.26.110
ТО 22 20 20 06,,,,"Краны на гусеничном ходу под копровое оборудование, грузоподъемность до 25 т",2.1-7-18,28.22.14.151
ТО 22 20 20 07,,,,Тракторы под копровое оборудование,2.1-7-19,28.92.50.000
ТО 22 20 20 08,,,,"Установки сваевдавливающие, грузоподъемность до 5 т, усилие вдавливания до 80 т",2.1-7-20,28.92.30.110
ТО 24,"Машины 
для укладки 
кабелей, 
автолаборатории",,,,,
ТО 24 10,,Оборудование для укладки кабелей,,,,
ТО 24 10 10,,,Для монтажа и перевозки,,,
ТО 24 10 10 01,,,,Машины монтажные для кабельных работ на автомобиле,2.1-8-1,29.10.59.390
ТО 24 10 10 02,,,,"Кабелеукладчики колесные прицепные, глубина укладки до 1,2 м",2.1-8-2,29.10.59.390
ТО 24 10 10 05,,,,Прицепы для перевозки барабанов для шланга чулка (кабелевозы),2.1-8-8,29.20.23.190
ТО 24 20,,Автолаборатории,,,,
ТО 24 20 10,,,Автолаборатории,,,
ТО 24 20 10 01,,,,Автолаборатории,2.1-8-3,29.10.59.390
ТО 26,Машины и оборудование для бурения,,,,,
ТО 26 10,,Машины бурильно-крановые ,,,,
ТО 26 10 10,,,Глубина бурения до 5м,,,
ТО 26 10 10 01,,,,"Машины бурильно-крановые на базе трактора, глубина бурения до 5 м",2.1-9-1,28.92.12.130
ТО 26 10 10 02,,,,"Машины бурильно-крановые на базе автомобиля, глубина бурения до 5 м",2.1-9-2,28.92.12.130
ТО 26 10 20,,,Глубина бурения до 50м,,,
ТО 26 10 20 01,,,,"Установки и станки оборудования ударно-канатного бурения на автомобиле, глубина бурения до 50 м, грузоподъемность до 7,3 т",2.1-9-7,28.92.12.130
ТО 26 10 20 02,,,,"Комплекты оборудования шнекового бурения, глубина бурения до 50 м",2.1-9-8,28.92.12.130
ТО 26 10 30,,,Глубина бурения до 100м,,,
ТО 26 10 30 01,,,,"Комплекты оборудования роторного бурения с дизельным двигателем, глубина бурения до 100 м",2.1-9-9,28.92.12.130
ТО 26 10 40,,,Глубина бурения до 300м,,,
ТО 26 10 40 01,,,,"Комплекты оборудования ударно-канатного бурения на гусеничном ходу, глубина бурения до 300 м, грузоподъемность 5 т",2.1-9-5,28.92.12.130
ТО 26 10 50,,,Глубина бурения до 500м,,,
ТО 26 10 50 01,,,,"Станки бурильные вращательного бурения несамоходные, глубина бурения до 500 м, диаметр 151-42 мм",2.1-9-10,28.92.12.130
ТО 26 20,,Станки бурильные,,,,
ТО 26 20 10,,,Вращательного бурения,,,
ТО 26 20 10 01,,,,"Станки бурильные вращательного бурения самоходные, глубина бурения до 50 м, диаметр до 105 мм",2.1-9-11,28.92.12.130
ТО 26 20 10 02,,,,"Станки бурильные вращательного бурения самоходные, глубина бурения до 50 м, диаметр до 125 мм",2.1-9-12,28.92.12.130
ТО 26 20 10 03,,,,"Станки бурильные вращательного бурения самоходные, глубина бурения до 23 м, диаметр 150 мм",2.1-9-13,28.92.12.130
ТО 26 20 20,,,Буровые машины,,,
ТО 26 20 20 01,,,,Буровые машины на базе автомобиля,2.1-9-14,28.92.12.130
ТО 26 30,,Машины шарошечного бурения,,,,
ТО 26 30 10,,,На гусеничном ходу,,,
ТО 26 30 10 01,,,,Машины шарошечного бурения на гусеничном ходу,2.1-9-15,28.92.12.130
ТО 26 30 20,,,На базе трактора,,,
ТО 26 30 20 01,,,,Машины шарошечного бурения на базе трактора,2.1-9-16,28.92.12.130
ТО 26 40,,Установки буровые,,,,
ТО 26 40 10,,,Для бурения скважин под сваи,,,
ТО 26 40 10 01,,,,"Установки буровые для бурения скважин под сваи, глубина бурения до 24 м, диаметр 1200 мм",2.1-9-17,28.92.12.130
ТО 26 40 10 02,,,,"Установки буровые для бурения скважин под сваи, глубина бурения до 30 м, диаметр 600 мм",2.1-9-18,28.92.12.130
ТО 26 40 10 03,,,,"Установки буровые перфораторного бурения, глубина бурения до 25 м, диаметр 48-60 мм",2.1-9-19,28.92.12.130
ТО 26 40 10 04,,,,"Установки свайно-буровые на базе крана на гусеничном ходу, грузоподъемность до 25 т",2.1-9-20,28.92.30.110
ТО 26 40 10 06,,,,Установки бурильные пневматические на гусеничном ходу для сечений 10-34 м2,2.1-9-22,28.92.12.130
ТО 26 40 10 07,,,,Комплекты оборудования вращательно-колонкового бурения с электродвигателем для скважин глубиной до 300 м,2.1-9-24,28.92.12.130
ТО 26 40 10 08,,,,Установки буровые самоходные на гусеничном ходу глубина бурения сваи до 30 м,2.1-9-27,28.92.12.130
ТО 26 40 10 09,,,,"Установки буровые на гусеничном ходу, диаметр бурения до 305 мм, глубина до 30 м",2.1-9-29,28.92.12.130
ТО 26 40 10 10,,,,"Установки фрезерные проходческие на гусеничном ходу для устройства «стены в грунте», ширина до 1500 мм, глубина до 35 м, производительность до 450 м3/час",2.1-9-31,28.92.12.129
ТО 26 40 10 11,,,,"Установки роторного бурения самоходные, глубина бурения до 500 м",2.1-9-36,28.92.12.130
ТО 26 40 20,,,Установки направленного бурения,,,
ТО 26 40 20 03,,,,"Установки горизонтального направленного бурения, тяговое усилие до 200 кН",2.1-17-98,28.92.12.130
ТО 26 50,,Комплекты оборудования по устройству буронабивных свай,,,,
ТО 26 50 10,,,Импортные,,,
ТО 26 50 10 01,,,,"Комплекты оборудования импортного производства по устройству буронабивных свай, диаметр свай 620-800 мм",2.1-9-32,28.92.30.110
ТО 26 50 10 02,,,,"Комплекты оборудования импортного производства по устройству буронабивных свай, диаметр свай 820-1000 мм",2.1-9-33,28.92.30.110
ТО 26 50 10 03,,,,"Комплекты оборудования импортного производства по устройству буронабивных свай, диаметр свай 1120-1500 мм",2.1-9-34,28.92.30.110
ТО 28,Компрессоры,,,,,
ТО 28 10,,Компрессоры,,,,
ТО 28 10 10,,,Автомобильные,,,
ТО 28 10 10 01,,,,"Компрессоры передвижные с двигателем внутреннего сгорания, давление до 7 ат, производительность до 5 м3/мин",2.1-10-1,28.13.24.000
ТО 28 10 10 02,,,,"Компрессоры передвижные с двигателем внутреннего сгорания, давление до 7 ат, производительность до 6,5 м3/мин",2.1-10-2,28.13.24.000
ТО 28 10 10 03,,,,"Компрессоры передвижные с двигателем внутреннего сгорания, давление до 10 ат, производительность до 10 м3/мин",2.1-10-3,28.13.24.000
ТО 28 10 20,,,С дизельным двигателем,,,
ТО 28 10 20 01,,,,"Компрессоры передвижные с двигателем внутреннего сгорания, давление до 7 ат, производительность до 2,5 м3/мин",2.1-10-4,28.13.24.000
ТО 28 10 20 05,,,,"Компрессоры передвижные с двигателем внутреннего сгорания, давление до 7 ат, производительностью до 12 м3/мин",2.1-10-8,28.13.24.000
ТО 28 10 20 07,,,,"Компрессоры передвижные с двигателем внутреннего сгорания, давление до 10 ат, производительностью до 30 м3/мин",2.1-10-15,28.13.24.000
ТО 28 10 30,,,С бензиновым двигателем,,,
ТО 28 10 30 03,,,,"Компрессоры стационарные электрические, давление до 12 ат, производительность до 15 м3/мин",2.1-10-11,28.13.28.000
ТО 28 10 40,,,Электрокомпрессоры прицепные,,,
ТО 28 10 40 01,,,,"Компрессоры передвижные электрические, давление до 10 ат, производительность до 1 м3/мин",2.1-10-14,28.13.24.000
ТО 28 10 40 02,,,,"Компрессоры передвижные электрические, давление до 10 ат, производительность до 3,5 м3/мин",2.1-10-12,28.13.24.000
ТО 28 10 40 03,,,,"Компрессоры передвижные электрические, давление до 10 ат, производительность до 5 м3/мин",2.1-10-13,28.13.24.000
ТО 28 10 50,,,Пневмоустановки,,,
ТО 28 10 50 01,,,,"Установки пневматические для очистки внутренних поверхностей трубопровода диаметром до 150 мм, радиус очистки до 50 м",2.1-10-17,28.13.28.000
ТО 30,Насосы и установки водопонижения ,,,,,
ТО 30 10,,Насосы,,,,
ТО 30 10 10,,,Для водопонижения,,,
ТО 30 10 10 01,,,,"Насосы для водопонижения и водоотлива, мощность до 4 кВт",2.1-11-1,28.13.14.190
ТО 30 10 10 02,,,,"Насосы для водопонижения и водоотлива, мощность до 15 кВт",2.1-11-2,28.13.14.190
ТО 30 10 10 03,,,,"Насосы для водопонижения и водоотлива, мощность до 45 кВт",2.1-11-3,28.13.14.190
ТО 30 10 10 04,,,,"Насосы для водопонижения и водоотлива, мощность до 75 кВт",2.1-11-4,28.13.14.190
ТО 30 10 10 05,,,,"Установки водоотливные навесные тракторные, производительность до 120 м3/ч, напор до 6 м",2.1-11-24,28.13.14.190
ТО 30 10 15,,,Насосные станции,,,
ТО 30 10 15 02,,,,"Насосные станции электрические стационарные, производительность до 100 м3/ч, напор 100 м",2.1-11-6,28.13.14.190
ТО 30 10 15 03,,,,"Станции насосные на базе автомобиля, производительность до 50 м3/ч, напор до 100 м",2.1-11-7,28.13.14.190
ТО 30 10 15 04,,,,"Насосные станции электрические и землесосные установки, производительность до 200 м3/ч, напор 100м",2.1-11-8,28.13.14.190
ТО 30 10 20,,,Центробежные самовсасывающие,,,
ТО 30 10 20 01,,,,"Насосы центробежные, производительность до 60 м3/ч, напор до 22 м",2.1-11-9,28.13.14.110
ТО 30 10 20 02,,,,"Насосы центробежные самовсасывающие, производительность 18-130 м3/ч, напор 20,5-8,3 м",2.1-11-10,28.13.14.110
ТО 30 10 20 03,,,,"Насосы центробежные, производительность до 25 м3/ч, напор до 150 м",2.1-11-11,28.13.14.110
ТО 30 10 30,,,Вакуумные,,,
ТО 30 10 30 01,,,,"Насосы вакуумные, производительность до 3,6 м3/мин",2.1-11-16,28.13.14.190
ТО 30 10 30 02,,,,"Установки вакуумные на шасси автомобиля для удаления загрязнений из трубопровода , объем фильтр-контейнера до 8 м3, производительность до 20 м3/ч",2.1-11-89,28.13.21.000
ТО 30 10 35,,,Насосы буровые для нагнетания промывочной жидкости,,,
ТО 30 10 35 01,,,,"Насосы буровые для нагнетания промывочной жидкости, производительность 0,9-7,2м3/ч, напор 400-200 м",2.1-11-19,28.13.14.190
ТО 30 10 35 02,,,,"Насосы буровые для нагнетания промывочной жидкости, производительность до 32 м3/ч, напор до 400 м",2.1-11-20,28.13.14.190
ТО 30 10 35 03,,,,"Насосы буровые для подачи воды, производительность до 160 м3/ч, напор до 30 м",2.1-11-21,28.13.14.190
ТО 30 10 35 04,,,,"Насосы грязевые, производительность до 15 м3/ч, напор до 50 м",2.1-11-34,28.13.14.190
ТО 30 10 35 06,,,,"Станции штукатурные двойного перемешивания, производительность до 60 л/мин, мощность до 10 кВт",2.1-17-113,28.13.14.190
ТО 30 10 35 07,,,,"Насосы водоотливные передвижные, производительность до 400 м3/ч, мощность до 90 кВт (123 л.с.)",2.1-11-71,28.13.14.190
ТО 30 10 35 08,,,,"Аппараты гидроструйные с двигателем внутреннего сгорания, давление до 16 Мпа, производительность до 8 л/мин, мощность до 3,4 кВт (4,62 л.с.)",2.1-11-72,28.13.14.190
ТО 30 10 35 09,,,,"Машины вакуумные на базе автомобиля, объем цистерны до 5 м3, производительность вакуум-насоса до 360 м3/ч, глубина всасывания до 4 м",2.1-11-73,28.13.14.190
ТО 30 10 35 10,,,,"Насосы центробежные, производительность до 200 м3/ч, напор до 90 м",2.1-11-85,28.13.14.110
ТО 30 10 35 11,,,,"Насосы консольные моноблочные, производительность до 100 м3/ч, напор до 65 м",2.1-11-86,28.13.14.190
ТО 30 10 40,,,Илососы,,,
ТО 30 10 40 01,,,,"Илососы, производительность до 20 м3/ч",2.1-11-22,28.13.14.190
ТО 30 10 40 02,,,,"Машины илососные, емкость до 8 м3",2.1-11-23,28.13.14.190
ТО 30 10 45,,,Агрегаты электронасосные,,,
ТО 30 10 45 01,,,,"Агрегаты электронасосные, производительность до 7,2 м3/ч",2.1-11-27,28.13.14.190
ТО 30 10 45 02,,,,"Агрегаты электронасосные для подачи нейтральной жидкости и суспензии, подача до 1000 л/ч, предельное давление до 10 кгс/см2",2.1-11-28,28.13.14.190
ТО 30 10 45 03,,,,"Агрегаты электронасосные для опрессовки сосудов, котлов и систем трубопроводов, производительность до 0,252 м3/ч",2.1-11-90,28.13.14.190
ТО 30 10 50,,,Маслонасосы,,,
ТО 30 10 50 01,,,,"Маслонасосы шестеренные, производительность до 2,3 м3/ч",2.1-11-31,28.12.13.110
ТО 30 10 60,,,Станции и установки насосные,,,
ТО 30 10 60 01,,,,Станции насосные для привода домкрата,2.1-11-35,28.13.14.190
ТО 30 10 60 03,,,,"Насосы центробежные погружные, производительность до 65 м3/ч, напор до 270 м",2.1-11-87,28.13.14.190
ТО 30 10 60 04,,,,"Установки иглофильтровые легкие, производительность до 140 м3/ч, напор до 36 м",2.1-11-88,28.13.14.190
ТО 30 10 60 05,,,,Установки для очистки канализации,2.1-11-37,28.13.14.190
ТО 30 10 65,,,Оборудование для откачки воды,,,
ТО 30 10 65 01,,,,Комплекты оборудования для откачки воды с компрессором с двигателем внутреннего сгорания,2.1-11-38,28.13.14.190
ТО 30 20,,Гидромониторно-насосные установки,,,,
ТО 30 20 10,,,Дизельные,,,
ТО 30 20 10 01,,,,"Установки гидромониторно-насосные дизельные стационарные, производительность до 400 м3/ч, напор до 40 м",2.1-11-25,28.13.14.190
ТО 30 20 10 02,,,,"Гидромониторно-насосные установки дизельные стационарные, производительность до 700 м3/ч, напор до 80 м",2.1-11-26,28.13.14.190
ТО 30 30,,Гидромониторно-эжекторные и землесосные снаряды,,,,
ТО 30 30 10,,,Для разработки подводных траншей,,,
ТО 30 30 10 01,,,,"Гидромониторно-эжекторные и землесосные снаряды для разработки подводных траншей, производительность до 30 м3/ч",2.1-11-81,30.11.33.110
ТО 30 30 10 02,,,,"Гидромониторно-эжекторные и землесосные снаряды для разработки подводных траншей, производительность до 40 м3/ч",2.1-11-83,30.11.33.110
ТО 30 30 10 03,,,,"Гидромониторно-эжекторные и землесосные снаряды для разработки подводных траншей, производительность до 60 м3/ч",2.1-11-78,30.11.33.110
ТО 30 30 10 04,,,,"Гидромониторно-эжекторные и землесосные снаряды для разработки подводных траншей, производительность до 90 м3/ч (на понтонах)",2.1-11-76,30.11.33.110
ТО 30 30 20,,,Земснаряды штанговые,,,
ТО 30 30 20 01,,,,"Земснаряды штанговые модульного типа, производительность до 150 м3/ч",2.1-11-79,30.11.33.110
ТО 30 40,,Размыв и отсос грунта,,,,
ТО 30 40 10,,,Размыв и отсос грунта,,,
ТО 30 40 10 01,,,,Установки для размыва и отсоса грунта,2.1-11-82,30.11.33.110
ТО 30 40 10 02,,,,"Насосы для подмыва грунта, производительность до 60 м3/ч, напор до 165 м",2.1-11-18,28.13.14.190
ТО 32,Устройства для обогрева и сушки помещений,,,,,
ТО 32 10,,Устройства для обогрева и сушки помещений,,,,
ТО 32 10 10,,,Устройства для обогрева и сушки помещений,,,
ТО 32 10 10 01,,,,"Теплогенераторы, производительность до 100 Мкал/час",2.1-12-1,28.99.31.120
ТО 32 10 10 03,,,,Шкафы сушильные,2.1-12-11,28.99.31.120
ТО 32 10 10 04,,,,Воздухосушители,2.1-12-12,28.99.31.120
ТО 32 10 10 05,,,,"Установки для осушки и очистки от механических примесей атмосферного воздуха для трансформаторов, производительность до 240 м3/ч",2.1-12-13,28.99.31.120
ТО 32 10 10 06,,,,"Электроводонагреватели, мощность до 10 кВт",2.1-12-9,27.51.25.110
ТО 32 10 10 07,,,,"Установки электрокалориферные, мощность до 68 кВт",2.1-12-10,28.99.31.120
ТО 32 10 10 08,,,,"Установки электрокалориферные, мощность до 7,5 кВт",2.1-12-14,28.99.31.120
ТО 32 10 10 09,,,,"Площадки сушильные, мощность теплового потока до 6453 кал/с",2.1-12-15,28.99.31.120
ТО 32 10 10 10,,,,Контейнерблоки с парогенератором и водоочистительной установкой на шасси автомобиля,2.1-12-16,28.99.39.190
ТО 34,"Электростанции, оборудование для сварки",,,,,
ТО 34 10,,Электростанции,,,,
ТО 34 10 10,,,Передвижные на автоходу,,,
ТО 34 10 10 01,,,,"Электростанции на базе автомобиля, производительность до 100 кВт",2.1-13-1,27.11.32.120
ТО 34 10 20,,,Передвижные прицепные,,,
ТО 34 10 20 01,,,,"Электростанции передвижные прицепные, мощность до 30 кВт",2.1-13-2,27.11.32.120
ТО 34 10 20 02,,,,"Электростанции передвижные прицепные, мощность до 100 кВт",2.1-13-3,27.11.32.120
ТО 34 10 20 03,,,,"Электростанции передвижные прицепные, мощность до 200 кВт",2.1-13-4,27.11.32.120
ТО 34 10 20 04,,,,"Электростанции передвижные прицепные, мощность до 400 кВт",2.1-13-5,27.11.32.120
ТО 34 10 30,,,Трансформаторы,,,
ТО 34 10 30 01,,,,"Трансформаторы сварочные однопостовые для ручной дуговой сварки, сварочный ток до 500 А",2.1-13-6,27.90.31.110
ТО 34 10 30 02,,,,Подстанция трансформаторная комплектная для термообработки бетона и грунта,2.1-13-25,28.99.39.190
ТО 34 10 30 03,,,,Выпрямители полупроводниковые для подогрева трансформаторов,2.1-13-7,27.90.31.110
ТО 34 20,,Агрегаты,,,,
ТО 34 20 10,,,Сварочные,,,
ТО 34 20 10 01,,,,"Агрегаты сварочные однопостовые прицепные с двигателем внутреннего сгорания, сварочный ток до 400 А",2.1-13-8,27.90.31.110
ТО 34 20 10 03,,,,"Инверторы для ручной дуговой сварки, сварочный ток до 400 А",2.1-13-10,27.90.31.110
ТО 34 20 10 04,,,,"Агрегаты сварочные двухпостовые прицепные с двигателем внутреннего сгорания, сварочный ток до 500 А",2.1-13-11,27.90.31.110
ТО 34 20 10 05,,,,"Установки сварочные двухпостовые на базе трактора, сварочный ток до 500 А",2.1-13-12,27.90.31.110
ТО 34 20 10 07,,,,"Аппараты сварочные постоянного тока (выпрямители) для ручной дуговой сварки, сварочный ток до 500 А",2.1-13-14,27.90.31.110
ТО 34 20 10 08,,,,Аппараты сварочные,2.1-13-15,27.90.31.110
ТО 34 20 10 09,,,,Аппараты для газовой сварки и резки,2.1-13-16,28.29.70.110
ТО 34 20 10 10,,,,"Агрегаты сварочные для подводной сварки однопостовые с двигателем внутреннего сгорания прицепные, сварочный ток до 500 А",2.1-13-17,27.90.31.110
ТО 34 20 10 11,,,,"Машины стыковой контактной сварки оплавлением, мощность до 310 кВА",2.1-13-23,27.90.31.110
ТО 34 20 10 12,,,,"Автоматы горячего воздуха сварочные, мощность 2,54 кВт",2.1-13-27,27.90.31.110
ТО 34 20 10 13,,,,Машины электросварочные автоматические для контактной сварки рельсов,2.1-13-18,30.20.31.117
ТО 34 20 10 14,,,,"Инверторы для полуавтоматической сварки, сварочный ток до 500 А",2.1-13-24,27.90.31.110
ТО 34 20 20,,,Вспомогательные для сварки,,,
ТО 34 20 20 02,,,,Печи электрические для сушки сварочных материалов,2.1-13-21,28.21.13.111
ТО 34 20 20 03,,,,Узлы вакуумные испытательные для контроля герметичности шва,2.1-17-69,26.51.66.129
ТО 34 30,,Машины для сварки полиэтиленовых труб,,,,
ТО 34 30 10,,,Диаметр от 315мм,,,
ТО 34 30 10 01,,,,Аппараты для стыковой сварки труб из термопластов диаметром свыше 315 до 630 мм,2.1-13-28,27.90.31.110
ТО 34 30 20,,,Диаметр до 315мм,,,
ТО 34 30 20 01,,,,Аппараты для стыковой сварки труб из термопластов диаметром свыше 160 до 315 мм,2.1-13-29,27.90.31.110
ТО 34 30 20 02,,,,Установки электрогидроимпульсные для очистки внутренних поверхностей трубопровода диаметром до 200 мм,2.1-13-30,28.99.39.190
ТО 34 40,,Экструдеры сварочные,,,,
ТО 34 40 10,,,Ручные,,,
ТО 34 40 10 01,,,,"Экструдеры сварочные ручные, мощность до 6 кВт",2.1-13-31,27.90.31.110
ТО 36,Машины для отделочных работ ,,,,,
ТО 36 10,,Оборудование для отделочных работ ,,,,
ТО 36 10 10,,,Устройство бетонных полов,,,
ТО 36 10 10 02,,,,Комплекты оборудования для вакуумной обработки бетонных полов,2.1-11-17,28.92.30.150
ТО 36 10 20,,,Агрегаты для малярных работ,,,
ТО 36 10 20 01,,,,"Агрегаты окрасочные безвоздушные высокого давления, мощность до 1 кВт",2.1-14-19,28.24.12.110
ТО 36 10 20 02,,,,"Агрегаты окрасочные пневматические для распыления растворов низкой и средней вязкости, производительность до 4 л/мин",2.1-14-3,28.24.12.110
ТО 36 10 20 03,,,,"Агрегаты окрасочные безвоздушные высокого давления, мощность до 2 кВт",2.1-14-4,28.24.12.110
ТО 36 10 20 04,,,,"Агрегаты штукатурно-смесительные, производительность до 2,5 м3/час",2.1-14-5,28.13.11.140
ТО 36 10 20 06,,,,"Агрегаты шпаклевочные, производительность до 0,4 м3/час",2.1-14-7,28.99.39.190
ТО 36 10 20 07,,,,"Установки для подсушки твердой изоляции силовых трансформаторов напряжением 110-1150 кВ методом низкотемпературной обработки, мощность до 25 кВт",2.1-14-8,28.25.13.115
ТО 36 10 20 08,,,,Краскопульты электрические,2.1-14-12,28.24.11.000
ТО 36 10 30,,,Аппараты,,,
ТО 36 10 30 01,,,,Аппараты пескоструйные,2.1-14-9,28.12.12.126
ТО 36 10 30 02,,,,Аппараты дробеструйные,2.1-14-10,28.12.12.126
ТО 36 10 30 03,,,,Краскопульты пневматические,2.1-14-11,28.24.12.110
ТО 36 10 30 04,,,,Пылесосы строительные (промышленные),2.1-14-13,28.92.30.190
ТО 36 10 30 05,,,,Вышки-туры для внутренних и наружных отделочных работ,2.1-14-14,25.11.23.119
ТО 36 10 30 06,,,,Вышки съемные монтажные,2.1-14-15,25.11.23.119
ТО 36 10 30 07,,,,"Установки низкого давления для нанесения тепловой изоляции с устройством подогрева компонентов, мощность до 4 кВт",2.1-14-16,28.99.39.190
ТО 36 10 30 08,,,,"Агрегаты окрасочные пневматические для распыления растворов средней и высокой вязкости, производительность до 12 л/мин",2.1-14-17,28.99.39.190
ТО 38,Прочие машины,,,,,
ТО 38 10,,Агрегаты,,,,
ТО 38 10 10,,,Агрегаты,,,
ТО 38 10 10 01,,,,"Агрегаты наполнительно-опрессовочные для труб, производительность до 70 м3/час",2.1-17-6,28.13.14.190
ТО 38 10 10 02,,,,"Агрегаты наполнительно-опрессовочные для труб, производительность до 300 м3/ч",2.1-17-7,28.13.14.190
ТО 38 10 10 03,,,,"Агрегаты ""Пламя""",2.1-17-22,28.29.60.000
