code,level_1,level_2,level_3,level_4,param_1,param_2
ТО 14 20 10 03,,,,Машины для горизонтального прокола грунта на базе автомобиля,2.1-3-66,28.92.12.129
ТО 14 25,,Трубоукладчики,,,,
ТО 14 25 10,,,Трубоукладчики для труб,,,
ТО 14 25 10 02,,,,"Трубоукладчики, диаметр труб до 400 мм",2.1-3-69,28.22.18.390
ТО 14 25 10 03,,,,"Трубоукладчики, диаметр труб до 700 мм",2.1-3-70,28.22.18.390
ТО 14 25 10 04,,,,"Трубоукладчики, диаметр труб до 1000 мм",2.1-3-71,28.22.18.390
ТО 14 25 10 05,,,,"Трубоукладчики, диаметр труб до 1200 мм",2.1-3-72,28.22.18.390
ТО 14 25 10 06,,,,"Трубоукладчики, диаметр труб до 1400 мм",2.1-3-73,28.22.18.390
ТО 14 30,,Краны укладочные,,,,
ТО 14 30 10,,,Для рельсовых звеньев,,,
ТО 14 30 10 01,,,,"Краны укладочные для рельсовых звеньев на деревянных шпалах, длина 25 м",2.1-3-74,30.20.31.116
ТО 14 30 10 02,,,,"Краны укладочные для рельсовых звеньев на железобетонных шпалах, длина 25 м",2.1-3-75,30.20.31.116
ТО 14 35,,Краны монтажные,,,,
ТО 14 35 10,,,Краны монтажные,,,
ТО 14 35 10 03,,,,"Краны для установки опор при работе с ""поля""",2.1-3-79,30.20.31.118
ТО 14 35 10 04,,,,"Краны переносные, грузоподъемность до 1 т",2.1-3-80,28.22.14.129
ТО 14 35 10 05,,,,"Подъемные площадки для монтажа сборных дымовых труб, высота до 2,5 м",2.1-3-81,28.22.11.190
ТО 14 40,,Подъемники,,,,
ТО 14 40 10,,,Подъемники строительные грузопассажирские,,,
ТО 14 40 10 02,,,,"Подъемники мачтовые грузопассажирские, грузоподъемность до 1 т, высота подъема до 150 м",2.1-3-83,28.22.11.190
ТО 14 40 10 05,,,,"Подъемники мачтовые грузопассажирские, грузоподъемность до 2 т, высота подъема до 150 м",2.1-3-84,28.22.11.190
ТО 14 40 10 09,,,,"Подъемники мачтовые грузопассажирские, грузоподъемность до 4 т, высота подъема до 150 м",2.1-3-85,28.22.11.190
ТО 14 40 20,,,Подъемники мачтовые,,,
ТО 14 40 20 05,,,,"Подъемники мачтовые грузовые, грузоподъемность до 0,5 т, высота подъема до 100 м",2.1-3-87,28.22.11.190
ТО 14 40 30,,,Подъемники реечные,,,
ТО 14 40 30 01,,,,"Подъемники мачтовые реечные грузопассажирские, грузоподъемность до 1 т, высота подъема до 100 м",2.1-3-86,28.22.11.190
ТО 14 40 40,,,Шахтные грузовые одноклетьевые,,,
ТО 14 40 40 01,,,,"Подъемники шахтные грузовые одноклетьевые для промышленных труб, грузоподъемность до 2 т, высота подъема до 120 м",2.1-3-88,28.22.11.190
ТО 14 40 40 02,,,,"Подъемники шахтные грузовые одноклетьевые для промышленных труб, грузоподъемность до 2 т, высота подъема до 180 м",2.1-3-89,28.22.11.190
ТО 14 40 40 03,,,,"Подъемники шахтные грузовые одноклетьевые для промышленных труб, грузоподъемность до 2 т, высота подъема до 250 м",2.1-3-90,28.22.11.190
ТО 14 40 40 04,,,,"Подъемники шахтные грузовые одноклетьевые для промышленных труб, грузоподъемность до 2 т, высота подъема до 330 м",2.1-3-91,28.22.11.190
ТО 14 40 50,,,Многошахтные грузопассажирские,,,
ТО 14 40 50 01,,,,"Подъемники многошахтные грузопассажирские 1-2-х клетьевые для труб, грузоподъемность до 4 т, высота подъема до 200 м",2.1-3-92,28.22.11.190
ТО 14 40 60,,,Двухстоечные грузовые,,,
ТО 14 40 60 01,,,,"Подъемники двухмачтовые грузовые, грузоподъемность до 2 т, высота подъема до 60 м",2.1-3-93,28.22.11.190
ТО 14 40 70,,,Шахтные для футеровки промышленных труб,,,
ТО 14 40 70 01,,,,"Подъемники шахтные для футеровки промышленных труб, высота до 120 м",2.1-3-94,28.22.11.190
ТО 14 40 70 02,,,,"Подъемники шахтные для футеровки промышленных труб, высота до 180 м",2.1-3-95,28.22.11.190
ТО 14 40 70 03,,,,"Подъемники шахтные для футеровки промышленных труб, высота до 250 м",2.1-3-96,28.22.11.190
ТО 14 40 70 04,,,,"Подъемники шахтные для футеровки промышленных труб, высота до 330 м",2.1-3-97,28.22.11.190
ТО 14 40 80,,,Механизмы подачи огнеупоров,,,
ТО 14 40 80 01,,,,"Механизмы подачи огнеупоров, грузоподъемность до 2 т",2.1-3-98,28.22.11.190
ТО 14 40 90,,,Подъемники скиповые,,,
ТО 14 40 90 01,,,,Подъемники скиповые,2.1-3-99,28.22.16.120
ТО 16,"Погрузчики, автовышки, краны переносные, конвейеры, домкраты, лебедки",,,,,
ТО 16 10,,Погрузчики,,,,
ТО 16 10 10,,,Универсальные на пневмоколесном ходу,,,
ТО 16 10 10 01,,,,"Погрузчики фронтальные одноковшовые, грузоподъемность до 1 т",2.1-4-1,28.92.25.000
ТО 16 10 10 02,,,,"Погрузчики фронтальные одноковшовые, грузоподъемность до 2 т",2.1-4-2,28.92.25.000
ТО 16 10 10 03,,,,"Погрузчики фронтальные одноковшовые, грузоподъемность до 3 т",2.1-4-3,28.92.25.000
ТО 16 10 20,,,На автомобильном ходу,,,
ТО 16 10 20 01,,,,"Автопогрузчики вилочные, грузоподъемность до 1 т",2.1-4-8,28.92.27.120
ТО 16 10 20 02,,,,"Автопогрузчики вилочные, грузоподъемность до 2 т",2.1-4-9,28.92.27.120
ТО 16 10 20 03,,,,"Автопогрузчики вилочные, грузоподъемность до 3 т",2.1-4-10,28.92.27.120
ТО 16 10 20 04,,,,"Автопогрузчики вилочные, грузоподъемность до 5 т",2.1-4-12,28.92.27.120
ТО 16 10 20 05,,,,"Автопогрузчики вилочные, грузоподъемность до 10 т",2.1-4-13,28.92.27.120
ТО 16 12,,Вышки,,,,
ТО 16 12 10,,,Вышки телескопические,,,
ТО 16 12 10 01,,,,"Вышки телескопические на автомобильном шасси, высота до 12 м, грузоподъемность до 250 кг",2.1-4-18,29.10.59.270
ТО 16 12 10 02,,,,"Вышки телескопические на автомобильном шасси, высота до 18 м, грузоподъемность до 300 кг",2.1-4-19,29.10.59.270
ТО 16 12 10 03,,,,"Вышки телескопические на автомобильном шасси, высота до 18 м, грузоподъемность до 350 кг",2.1-4-20,29.10.59.270
ТО 16 12 10 05,,,,"Вышки телескопические на автомобильном шасси, высота до 22 м, грузоподъемность до 300 кг",2.1-4-22,29.10.59.270
ТО 16 12 10 06,,,,"Вышки телескопические на автомобильном шасси, высота до 25 м, грузоподъемность до 300 кг",2.1-4-23,29.10.59.270
ТО 16 12 10 07,,,,"Вышки телескопические на автомобильном шасси, высота до 35 м, грузоподъемность до 350 кг",2.1-4-24,29.10.59.270
ТО 16 12 10 08,,,,"Подъемники ножничные самоходные, высота подъема до 12 м",2.1-4-25,28.22.11.190
ТО 16 14,,Лебедки,,,,
ТО 16 14 10,,,Ручные,,,
ТО 16 14 10 01,,,,"Лебедки ручные, тяговое усилие до 9,81 кН (1 тс)",2.1-4-26,28.22.12.190
ТО 16 14 10 03,,,,"Лебедки ручные, тяговое усилие до 29,43 кН (3 тс)",2.1-4-28,28.22.12.190
ТО 16 14 10 04,,,,"Лебедки ручные, тяговое усилие до 49,05 кН (5 тс)",2.1-4-29,28.22.12.190
ТО 16 14 20,,,Электрические,,,
ТО 16 14 20 01,,,,"Лебедки электрические, тяговое усилие до 4,9 кН (0,5 тс)",2.1-4-30,28.22.12.190
ТО 16 14 20 02,,,,"Лебедки электрические, тяговое усилие до 14,71 кН (1,5 тс)",2.1-4-31,28.22.12.190
ТО 16 14 20 03,,,,"Лебедки электрические, тяговое усилие до 19,62 кН (2 тc)",2.1-4-32,28.22.12.190
ТО 16 14 20 05,,,,"Лебедки электрические, тяговое усилие до 49,05 кН (5 тс)",2.1-4-34,28.22.12.190
ТО 16 14 20 06,,,,"Лебедки электрические, тяговое усилие до 78,48 кН (8 тс)",2.1-4-35,28.22.12.190
ТО 16 14 20 07,,,,"Лебедки электрические, тяговое усилие до 98.07 кН (10 тс)",2.1-4-36,28.22.12.190
ТО 16 14 20 08,,,,"Лебедки электрические, тяговое усилие до 156,96 кН (16 тc)",2.1-4-37,28.22.12.190
ТО 16 14 20 09,,,,"Лебедочные станции электрические, грузоподъемность до 2 т",2.1-4-39,28.22.12.190
ТО 16 14 30,,,Проходческие,,,
ТО 16 14 30 01,,,,"Лебедки проходческие, тяговое усилие до 49,05 кН (5 тс)",2.1-4-41,28.22.12.120
ТО 16 14 40,,,Тракторные,,,
ТО 16 14 40 01,,,,"Лебедки тракторные, тяговое усилие до 78,48 кН (8 тс)",2.1-4-42,28.22.12.190
ТО 16 14 50,,,Мотолебедки,,,
ТО 16 14 60,,,Для прочистки внутренней поверхности трубопроводов,,,
ТО 16 14 60 01,,,,"Лебедки прицепные электрические для санации труб, тяговое усилие до 49,05 кН (5 тс)",2.1-4-77,28.22.12.190
ТО 16 14 60 02,,,,"Лебедки прицепные гидравлические с двигателем внутреннего сгорания для санации труб, тяговое усилие 5 т, мощность до 23 кВт (31 л.с.)",2.1-4-86,28.22.12.190
ТО 16 14 60 04,,,,"Лебедки тяговые с двигателем внутреннего сгорания, тяговое усилие до 1471,5 кН (150 тс)        ",2.1-4-81,28.22.12.190
ТО 16 14 60 05,,,,"Лебедки электрические, тяговое усилие до 313,92 кН (32 тс)",2.1-4-82,28.22.12.190
ТО 16 14 70,,,Лебедки на тягаче автомобильного типа,,,
ТО 16 14 70 03,,,,"Вышки телескопические на автомобильном шасси с моечным оборудованием, высота до 35 м, грузоподъемность до 350 кг",2.1-4-79,29.10.59.390
ТО 16 14 70 04,,,,Автомобили бортовые с краном-манипулятором грузоподъемностью до 3 т,2.1-4-80,29.10.59.310
ТО 16 16,,Домкраты,,,,
ТО 16 16 10,,,Гидравлические,,,
ТО 16 16 10 01,,,,"Домкраты гидравлические, грузоподъемность до 25 т",2.1-4-44,28.22.13.111
ТО 16 16 10 02,,,,"Домкраты гидравлические, грузоподъемность до 100 т",2.1-4-45,28.22.13.111
ТО 16 16 10 03,,,,"Домкраты гидравлические, грузоподъемность до 200 т",2.1-4-46,28.22.13.111
ТО 16 18,,Конвейеры,,,,
ТО 16 18 10,,,Роликовые,,,
ТО 16 18 10 01,,,,"Конвейеры роликовые неприводные, высота до 3,6 м",2.1-4-50,28.22.17.115
ТО 16 18 20,,,Ленточные,,,
ТО 16 18 20 01,,,,"Конвейеры ленточные передвижные, высота до 5 м",2.1-4-51,28.22.17.111
ТО 16 18 20 02,,,,"Конвейеры ленточные передвижные, высота до 10 м, длина до 20 м",2.1-4-52,28.22.17.111
ТО 16 18 20 03,,,,"Конвейеры ленточные передвижные, высота до 15 м",2.1-4-53,28.22.17.111
ТО 16 18 20 04,,,,"Конвейеры ленточные секционные, длина до 40 м",2.1-4-55,28.22.17.111
ТО 16 20,,Транспортеры,,,,
ТО 16 20 10,,,Прицепные,,,
ТО 16 20 10 01,,,,"Транспортеры кабельные прицепные, грузоподъемность до 8 т",2.1-4-56,28.22.11.190
ТО 16 22,,Тельферы,,,,
ТО 16 22 10,,,Электрические,,,
ТО 16 22 10 01,,,,"Тельферы электрические, грузоподъемность до 1 т",2.1-4-58,28.22.11.190
ТО 16 22 10 02,,,,"Тельферы электрические, грузоподъемность до 5 т",2.1-4-59,28.22.11.190
ТО 16 24,,Тали,,,,
ТО 16 24 10,,,Электрические,,,
ТО 16 24 10 01,,,,"Тали электрические, грузоподъемность до 0,5 т",2.1-4-60,28.22.11.112
ТО 16 24 10 02,,,,"Тали электрические, грузоподъемность до 1 т",2.1-4-61,28.22.11.112
ТО 16 24 10 03,,,,"Тали электрические, грузоподъемность до 2 т",2.1-4-62,28.22.11.112
ТО 16 24 10 04,,,,"Тали электрические, грузоподъемность до 3,2 т",2.1-4-63,28.22.11.112
ТО 16 24 10 05,,,,"Тали электрические, грузоподъемность до 5 т",2.1-4-64,28.22.11.112
ТО 16 24 10 06,,,,"Тали электрические, грузоподъемность до 10 т",2.1-4-65,28.22.11.112
ТО 16 26,,Перегрузчики,,,,
ТО 16 26 10,,,Перегрузчики,,,
ТО 16 26 10 01,,,,Перегружатели ленточные электрические,2.1-4-66,28.22.17.111
ТО 16 28,,Люльки,,,,
ТО 16 28 10,,,Электрические,,,
ТО 16 28 10 01,,,,"Люльки электрические, грузоподъемность до 150 кг",2.1-4-67,28.22.11.190
ТО 16 28 10 02,,,,"Люльки электрические, грузоподъемность до 300 кг",2.1-4-68,28.22.11.190
ТО 16 30,,Опрокидыватели,,,,
ТО 16 30 10,,,Круговые,,,
ТО 16 30 10 01,,,,"Опрокидыватели круговые, диаметр барабана до 2000 мм, мощность до 6 кВт",2.1-4-69,28.22.18.182
ТО 16 32 10 04,,,,"Леса инвентарные металлические оцинкованные рамные с настилом, высота до 60 м, 100 м2",2.1-31-1,25.11.23.119
ТО 16 32 10 05,,,,"Леса инвентарные металлические оцинкованные рамные с настилом, высота до 100 м, 100 м2",2.1-31-2,25.11.23.119
ТО 16 32 10 06,,,,"Леса инвентарные металлические оцинкованные хомутовые с настилом, высота до 60 м, 100 м2",2.1-31-3,25.11.23.119
ТО 16 32 10 07,,,,"Леса инвентарные металлические оцинкованные хомутовые с настилом, высота до 100 м, 100 м2",2.1-31-4,25.11.23.119
ТО 16 32 10 08,,,,"Леса инвентарные металлические оцинкованные клиновые с настилом, высота до 60 м, 100 м2",2.1-31-5,25.11.23.119
ТО 16 32 10 09,,,,"Леса инвентарные металлические оцинкованные клиновые с настилом, высота до 100 м, 100 м2",2.1-31-6,25.11.23.119
ТО 16 32 10 10,,,,"Леса инвентарные металлические оцинкованные рамные без настила, высота до 60 м, 100 м2",2.1-31-10,25.11.23.119
ТО 16 32 10 11,,,,"Леса инвентарные металлические оцинкованные рамные без настила, высота до 100 м, 100 м2",2.1-31-11,25.11.23.119
ТО 16 32 10 12,,,,"Леса инвентарные металлические оцинкованные хомутовые без настила, высота до 60 м, 100 м2",2.1-31-12,25.11.23.119
ТО 16 32 10 13,,,,"Леса инвентарные металлические оцинкованные хомутовые без настила, высота до 100 м, 100 м2",2.1-31-13,25.11.23.119
ТО 16 32 10 14,,,,"Леса инвентарные металлические оцинкованные клиновые без настила, высота до 60 м, 100 м2",2.1-31-14,25.11.23.119
ТО 16 32 10 15,,,,"Леса инвентарные металлические оцинкованные клиновые без настила, высота до 100 м, 100 м2",2.1-31-15,25.11.23.119
ТО 16 32 10 16,,,,"Леса инвентарные металлические окрашенные рамные с настилом, высота до 60 м, 100 м2",2.1-31-20,25.11.23.119
ТО 16 32 10 17,,,,"Леса инвентарные металлические окрашенные рамные с настилом, высота до 100 м, 100 м2",2.1-31-21,25.11.23.119
ТО 16 32 10 18,,,,"Леса инвентарные металлические окрашенные хомутовые с настилом, высота до 60 м, 100 м2",2.1-31-22,25.11.23.119
ТО 16 32 10 19,,,,"Леса инвентарные металлические окрашенные хомутовые с настилом, высота до 100 м, 100 м2",2.1-31-23,25.11.23.119
ТО 16 32 10 20,,,,"Леса инвентарные металлические окрашенные клиновые с настилом, высота до 60 м,100 м2",2.1-31-24,25.11.23.119
ТО 16 32 10 21,,,,"Леса инвентарные металлические окрашенные клиновые с настилом, высота до 100 м, 100 м2",2.1-31-25,25.11.23.119
ТО 16 32 10 22,,,,"Леса инвентарные металлические окрашенные рамные без настила, высота до 60 м, 100 м2",2.1-31-30,25.11.23.119
ТО 16 32 10 23,,,,"Леса инвентарные металлические окрашенные рамные без настила, высота до 100 м, 100 м2",2.1-31-31,25.11.23.119
ТО 16 32 10 24,,,,"Леса инвентарные металлические окрашенные хомутовые без настила, высота до 60 м, 100 м2",2.1-31-32,25.11.23.119
ТО 16 32 10 25,,,,"Леса инвентарные металлические окрашенные хомутовые без настила, высота до 100 м, 100 м2",2.1-31-33,25.11.23.119
ТО 16 32 10 26,,,,"Леса инвентарные металлические окрашенные клиновые без настила, высота до 60 м, 100 м2",2.1-31-34,25.11.23.119
ТО 16 32 10 27,,,,"Леса инвентарные металлические окрашенные клиновые без настила, высота до 100 м, 100 м2",2.1-31-35,25.11.23.119
ТО 16 34,,Машины погрузочные,,,,
ТО 16 34 10,,,Электрические ковшовые,,,
ТО 16 34 10 01,,,,"Машины погрузочные электрические ковшовые, производительность до 1,25 м3/мин",2.1-4-73,28.22.17.190
ТО 16 34 10 02,,,,"Машины погрузочные электрические ковшовые с рабочим органом ""нагребающие лапы"", производительность до 3 м3/мин",2.1-4-74,28.22.17.190
ТО 16 34 20,,,Для горизонтальных выработок,,,
ТО 16 34 20 03,,,,"Машины погрузочные пневматические для горизонтальных выработок, сечение более 8 м2 (закрытый способ работ)",2.1-41-108,
ТО 16 34 20 04,,,,"Машины погрузочные электрические для горизонтальных выработок, сечение более 12 м2 (закрытый способ работ)",2.1-41-109,
ТО 18,Машины для дорожно-строительных работ,,,,,
ТО 18 10,,Катки,,,,
ТО 18 10 10,,,Самоходные вибрационные,,,
ТО 18 10 10 01,,,,"Катки самоходные вибрационные, масса до 2 т",2.1-5-1,28.92.24.120
ТО 18 10 10 02,,,,"Катки самоходные вибрационные, масса до 8 т",2.1-5-2,28.92.24.120
ТО 18 10 10 03,,,,"Катки самоходные вибрационные, масса до 14 т",2.1-5-3,28.92.24.120
ТО 18 10 20,,,Дорожные самоходные,,,
ТО 18 10 20 01,,,,"Катки дорожные самоходные статические, масса до 5 т",2.1-5-4,28.92.24.120
ТО 18 10 20 02,,,,"Катки дорожные самоходные статические, масса до 10 т",2.1-5-5,28.92.24.120
ТО 18 10 20 03,,,,"Катки дорожные самоходные статические, масса до 13 т",2.1-5-6,28.92.24.120
ТО 18 10 30,,,Дорожные самоходные на пневмоколесном ходу,,,
ТО 18 10 30 01,,,,"Катки дорожные самоходные на пневмоколесном ходу, масса до 16 т",2.1-5-7,28.92.24.120
ТО 18 10 30 02,,,,"Катки дорожные самоходные на пневмоколесном ходу, масса до 20 т",2.1-5-8,28.92.24.120
ТО 18 10 30 03,,,,"Катки дорожные самоходные на пневмоколесном ходу, масса до 25 т",2.1-5-9,28.92.24.120
ТО 18 10 30 04,,,,"Катки дорожные самоходные на пневмоколесном ходу, масса до 30 т",2.1-5-10,28.92.24.120
ТО 18 10 30 06,,,,"Катки прицепные кулачковые, масса до 10 т",2.1-5-13,28.92.30.130
ТО 18 10 40,,,Прицепные пневмоколесные,,,
ТО 18 10 40 03,,,,"Трамбовки вибрационные на базе трактора колесного, мощность до 63 кВт (85 л.с.)",2.1-5-16,28.92.24.110
ТО 18 15,,Поливомоечные машины,,,,
ТО 18 15 10,,,Поливомоечные машины,,,
ТО 18 15 10 02,,,,"Машины поливомоечные, емкость цистерны до 8 м3",2.1-5-18,29.10.59.130
ТО 18 20,,Асфальтоукладчики,,,,
ТО 18 20 10,,,Асфальтоукладчики,,,
ТО 18 20 10 01,,,,"Асфальтоукладчики на гусеничном ходу, производительность до 350 т/ч",2.1-5-19,28.92.24.110
ТО 18 20 10 02,,,,"Асфальтоукладчики на гусеничном ходу, производительность до 700 т/ч",2.1-5-78,28.92.24.110
ТО 18 25,,Распределители,,,,
ТО 18 25 10,,,Распределители,,,
ТО 18 25 10 01,,,,Распределители щебня и гравия,2.1-5-20,28.92.30.190
ТО 18 25 10 02,,,,Распределители цемента,2.1-5-21,28.92.30.150
ТО 18 25 10 03,,,,Распределители цементобетона со скользящими формами,2.1-5-22,28.92.30.150
ТО 18 25 10 04,,,,Профилировщики основания со скользящими формами,2.1-5-23,28.92.30.150
ТО 18 25 10 05,,,,Финишеры трубчатые на пневмоколесном ходу,2.1-5-24,28.92.24.120
ТО 18 25 10 06,,,,Машины для отделки цементных покрытий,2.1-5-25,28.99.39.190
ТО 18 25 10 07,,,,"Бетоноукладчики пневматические, емкость бункера до 3,3 м3",2.1-5-27,28.92.30.150
ТО 18 30,,Установки для приготовления,,,,
ТО 18 30 10,,,Установки для приготовления,,,
ТО 18 30 10 01,,,,"Установки для приготовления битумной эмульсии, производительность до 3 т/ч",2.1-5-28,28.99.39.190
ТО 18 30 10 02,,,,Установки для приготовления поверхностно-активных добавок,2.1-5-29,28.99.39.190
ТО 18 30 10 03,,,,"Установки для приготовления грунтовых смесей, мощность до 116 кВт",2.1-5-30,28.92.30.190
ТО 18 30 10 04,,,,"Машины для устройства защитных слоев дорожных покрытий, объем бункера щебня до 9 м3, объем эмульсионного бака до 3,2 м3",2.1-5-69,28.92.40.131
ТО 18 30 10 05,,,,Машины для нанесения пленкообразующих материалов,2.1-5-31,28.99.39.190
ТО 18 30 10 06,,,,Агрегаты для распределения пленкообразующих материалов по цементному покрытию,2.1-5-32,28.24.12.110
ТО 18 35,,Гудронаторы,,,,
ТО 18 35 10,,,Гудронаторы ручные,,,
ТО 18 35 10 01,,,,"Гудронаторы ручные автономные, расход эмульсии до 8 л/мин",2.1-5-33,28.92.30.160
ТО 18 35 20,,,Автогудронаторы,,,
ТО 18 35 20 02,,,,"Автогудронаторы, емкость до 4000 л",2.1-5-35,29.10.59.114
ТО 18 35 20 03,,,,"Автогудронаторы, емкость до 8000 л",2.1-5-36,29.10.59.114
ТО 18 35 30,,,Битумовозы,,,
ТО 18 35 30 02,,,,Парообразователи прицепные,2.1-5-38,28.99.39.190
ТО 18 40,,Нарезчики швов ,,,,
ТО 18 40 10,,,Нарезчики швов ,,,
ТО 18 40 10 01,,,,"Нарезчики швов в свежеуложенном бетоне самоходные, глубина реза до 80 мм, мощность до 14,9 кВт (20 л.с.)",2.1-5-40,28.49.11.110
ТО 18 40 10 02,,,,"Нарезчики швов самоходные, глубина реза до 240 мм, мощность до 17,7 кВт (24 л.с.)",2.1-5-41,28.49.11.110
ТО 18 40 10 03,,,,Нарезчики продольных швов в затвердевшем бетоне,2.1-5-42,28.49.11.110
ТО 18 40 10 04,,,,"Фрезы дорожные холодные самоходные для снятия асфальтобетонных покрытий шириной до 1000 мм, глубиной до 200 мм",2.1-5-43,28.92.30.190
ТО 18 45,,Фрезы,,,,
ТО 18 45 10,,,Навесные,,,
ТО 18 45 10 01,,,,"Фрезы навесные почвообрабатывающие на тракторе, мощность до 79 кВт (108 л.с.)",2.1-5-44,28.92.30.190
ТО 18 45 10 02,,,,"Фрезы навесные почвообрабатывающие на тракторе, мощность до 132 кВт (180 л.с.)",2.1-5-45,28.92.30.190
ТО 18 45 20,,,Дорожные,,,
ТО 18 45 20 01,,,,"Фрезы дорожные самоходные для снятия асфальтобетонного покрытия, ширина до 1000 мм, глубина фрезерования до 300 мм",2.1-5-67,28.92.30.190
ТО 18 45 20 02,,,,"Фрезы дорожные холодные самоходные для снятия асфальтобетонных покрытий шириной до 500 мм, глубиной до 210 мм",2.1-5-79,28.92.30.190
ТО 18 50,,Автогрейдеры,,,,
ТО 18 50 30,,,Автогрейдеры,,,
ТО 18 50 30 01,,,,"Автогрейдеры, мощность до 88 кВт (120 л.с.)",2.1-5-47,28.92.22.110
ТО 18 50 30 02,,,,"Автогрейдеры, мощность до 147 кВт (200 л.с.)",2.1-5-48,28.92.22.110
ТО 18 60,,Машины ,,,,
ТО 18 60 10,,,Демаркировочные,,,
ТО 18 60 10 01,,,,"Машины фрезерные для демаркировки дорожной разметки шириной до 250 мм, скорость до 1 км/ч",2.1-5-50,28.92.30.190
ТО 18 60 20,,,Разметочные,,,
ТО 18 60 20 01,,,,"Машины разметочные самоходные с ручным управлением для нанесения холодного пластика, рабочая скорость до 5 км/ч, вместимость баков до 0,15 т",2.1-5-52,28.92.30.190
ТО 18 60 20 02,,,,"Машины разметочные на базе автомобиля для нанесения дорожной разметки красками, рабочая скорость до 15 км/ч, вместимость баков до 2,4 т",2.1-5-54,28.92.30.190
ТО 18 60 20 03,,,,"Машины разметочные самоходные для нанесения термопластика, производительность до 26 л/мин, мощность до 63 кВт (86 л.с.)",2.1-5-74,28.92.30.190
ТО 18 60 20 04,,,,"Машины разметочные самоходные для нанесения краски, производительность до 14,5 л/мин, мощность до 24,5 кВт (33 л.с.)",2.1-5-75,28.92.30.190
ТО 18 60 20 05,,,,"Машины разметочные ручные для безвоздушного нанесения дорожной краски, производительность до 4,7 л/мин, мощность до 4,4 кВт (6 л.с.)",2.1-5-76,28.92.30.190
ТО 18 60 20 06,,,,Машины для устройства укрепительных полос,2.1-5-58,28.92.30.190
ТО 18 60 20 07,,,,Аппликаторы разметочные ручные,2.1-5-59,28.24.12.190
ТО 18 60 20 08,,,,"Котлы маточные стационарные для разогрева термопластика, емкость до 1200 л",2.1-5-60,28.92.30.190
ТО 18 60 20 09,,,,Грохоты инерционные среднего типа,2.1-5-62,28.92.40.110
ТО 18 65,,Котлы,,,,
ТО 18 65 10,,,Битумные,,,
ТО 18 65 10 01,,,,"Котлы битумоварочные электрические, емкость до 500 л, мощность до 20 кВт",2.1-5-63,28.21.12.000
ТО 18 65 10 02,,,,"Котлы битумоварочные электрические, емкость до 1000 л, мощность до 50 кВт",2.1-5-64,28.21.12.000
ТО 18 65 10 03,,,,"Базы битумоплавильные, производительность до 12 т/ч",2.1-5-65,28.21.12.000
ТО 18 65 10 05,,,,"Станки для разделки трещин в асфальтобетонных и цементобетонных покрытиях, производительность до 600 м/ч",2.1-5-72,28.24.11.000
ТО 18 65 10 06,,,,"Установки горячего воздуха для очистки трещин и швов, мощность до 4 кВт (5,5 л.с.)",2.1-5-70,28.99.31.120
ТО 18 70,,Установки для перевозки,,,,
ТО 18 70 10,,,Установки для перевозки,,,
ТО 18 70 10 01,,,,"Установки для приготовления и перевозки литого асфальта прицепные с дизельным подогревом, объем бункера до 1 м3",2.1-5-66,29.10.59.119
ТО 18 70 10 02,,,,"Перегружатели асфальтобетонной смеси, вместимость бункера до 23 т, пропускная способность до 550 т/ч",2.1-5-77,28.22.17.190
ТО 18 70 10 03,,,,"Установки для перевозки литого асфальта на шасси автомобиля, объем бункера до 5 м3",2.1-5-80,29.10.59.119
ТО 20,"Машины для приготовления, транспортировки и укладки бетона и раствора",,,,,
ТО 20 10,,Бетононасосы,,,,
ТО 20 10 10,,,Автобетононасосы,,,
ТО 20 10 10 01,,,,"Автобетононасосы роторно-шланговые, производительность до 60 м3/ч, высота до 30 м",2.1-6-1,29.10.59.116
ТО 20 10 20,,,Бетононасосы,,,
ТО 20 10 20 01,,,,"Бетононасосы прицепные, производительность до 94 м3/час, мощность до 140 кВт (190 л.с.)",2.1-6-4,28.13.11.140
ТО 20 10 20 02,,,,"Заводы бетонные инвентарные, производительность до 7,5 м3/ч",2.1-6-6,28.92.40.131
ТО 20 10 20 03,,,,Бетононасосы растворонагнетатели,2.1-6-43,28.13.11.140
ТО 20 20,,Бетоносмесители,,,,
ТО 20 20 10,,,Автоматизированные,,,
ТО 20 20 10 01,,,,"Автобетоносмесители, емкость до 6,3 м3",2.1-6-7,29.10.59.113
ТО 20 20 10 02,,,,"Установки бетоносмесительные автоматизированные, емкость до 500 л",2.1-6-8,28.92.40.131
ТО 20 20 20,,,Передвижные,,,
ТО 20 20 20 01,,,,"Бетоносмесители принудительного действия передвижные, емкость до 165 л",2.1-6-19,28.92.40.131
ТО 20 20 20 02,,,,"Бетоносмесители принудительного действия передвижные, емкость до 250 л",2.1-6-20,28.92.40.131
ТО 20 20 20 04,,,,Установки для торкретирования комплексные на базе автомобиля,2.1-6-23,29.10.59.390
ТО 20 30,,Растворомешалки,,,,
ТО 20 30 10,,,Растворомешалки,,,
ТО 20 30 10 01,,,,"Растворосмесители для приготовления водоцементных и других растворов, емкость до 350 л",2.1-6-40,28.92.40.131
ТО 20 30 10 02,,,,"Растворосмесители для приготовления водоцементных и других растворов, емкость до 2000 л",2.1-6-42,28.92.40.131
ТО 20 30 10 03,,,,Мешалки тихоходные (дрель-миксер с насадкой),2.1-6-61,28.24.11.000
