code,level_1,level_2,level_3,level_4,param_1,param_2
ВН ПН 20 45 10,,,,Экскурсионное бюро,004008001,Ф4.3
ВН ПН 20 50,,,Объект туризма и отдыха,,004009,
ВН ПН 20 50 10,,,,Дом отдыха,004009001,Ф1.2
ВН ПН 20 50 20,,,,Пансионат,004009001,Ф1.2
ВН ПН 20 50 30,,,,База отдыха,004009002,
ВН ПН 20 50 40,,,,Туристическая база,004009002,
ВН ПН 20 50 50,,,,Детский лагерь отдыха,004009003,
ВН ПН 20 50 60,,,,Детский оздоровительный лагерь,004009004,
ВН ПН 20 55,,,Объект обслуживания пассажиров,,004010,
ВН ПН 20 55 10,,,,Аэропорт,004010001,
ВН ПН 20 55 20,,,,Аэровокзал,004010001,Ф3.3
ВН ПН 20 55 30,,,,Автовокзал,004010002,Ф3.3
ВН ПН 20 55 40,,,,Железнодорожный вокзал,004010003,Ф3.3
ВН ПН 20 55 50,,,,Речной вокзал,004010004,
ВН ПН 20 55 60,,,,Автостанция,004010005,Ф3.3
ВН ПН 20 55 70,,,,"Пассажирская железнодорожная станция, платформа, остановочный пункт",004010006,Ф3.3
ВН ПН 20 55 80,,,,Транспортно-пересадочный узел,004010007,
ВН ПН 20 60,,,Объект ухода и содержания животных,,004011,
ВН ПН 20 60 10,,,,Питомник,004011001,
ВН ПН 20 60 20,,,,Приют для безнадзорных животных,004011001,
ВН ПН 20 60 30,,,,Центр кинологической службы,004011002,
ВН ПН 20 60 40,,,,Учебно-дрессировочный центр,004011003,
ВН ПН 20 60 50,,,,Зоогостиница,004011004,
ВН ПН 20 65,,,Объект размещения предприятий по ремонту бытовых изделий и бытовой аппаратуры,,004012,
ВН ПН 20 65 10,,,,Предприятие по стирке белья и химической чистке одежды,004012001,Ф3.5
ВН ПН 20 65 20,,,,Предприятие по ремонту бытовой техники и аппаратуры,004012002,Ф3.5
ВН ПН 20 70,,,Вспомогательный объект торгово-бытового обслуживания,,004013,
ВН ПН 20 70 10,,,,Общественный туалет,004013001,Ф3.6
ВН ПН 30,,Вспомогательный объект,,,,
ВН ПН 30 10,,,Вспомогательный объект общего образования,,008002,
ВН ПН 30 10 10,,,,Учебно-производственный комбинат,008002001, Ф5.1
ВН ПН 40,,Промышленно-производственные объекты,,,012,
ВН ПН 40 10,,,Промышленно-производственный объект,,012001,
ВН ПН 40 10 10,,,,"Объект производства пищевых продуктов, включая напитки",012001001, Ф5.1
ВН ПН 40 10 12,,,,Объект производства табачных изделий,012001002, Ф5.1
ВН ПН 40 10 14,,,,Объект текстильного производства,012001003, Ф5.1
ВН ПН 40 10 16,,,,Объект производства одежды,012001004, Ф5.1
ВН ПН 40 10 18,,,,Объект производства выделки и крашения меха,012001004, Ф5.1
ВН ПН 40 10 20,,,,"Объект производства кожи, изделий из кожи и производства обуви",012001005, Ф5.1
ВН ПН 40 10 22,,,,"Объект по обработке древесины и объект производства изделий из дерева и пробки, кроме мебели",012001006, Ф5.1
ВН ПН 40 10 24,,,,"Объект производства целлюлозы, древесной массы, бумаги, картона и изделий из них",012001007, Ф5.1
ВН ПН 40 10 26,,,,"Объект издательской и полиграфической деятельности, тиражирования записанных носителей информации",012001008, Ф5.1
ВН ПН 40 10 28,,,,Объект производства кокса,012001009, Ф5.1
ВН ПН 40 10 30,,,,Объект производства нефтепродуктов,012001010, Ф5.1
ВН ПН 40 10 32,,,,Объект производства ядерных материалов,012001011,
ВН ПН 40 10 34,,,,"Объект химического производства, кроме фармацевтического производства",012001012, Ф5.1
ВН ПН 40 10 36,,,,Объект фармацевтического производства,012001013, Ф5.1
ВН ПН 40 10 38,,,,Объект производства резиновых и пластмассовых изделий,012001014, Ф5.1
ВН ПН 40 10 40,,,,Объект производства прочих неметаллических минеральных продуктов,012001015, Ф5.1
ВН ПН 40 10 42,,,,Объект металлургического производства,012001016, Ф5.1
ВН ПН 40 10 44,,,,Объект производства готовых металлических изделий,012001017, Ф5.1
ВН ПН 40 10 46,,,,Объект производства машин и оборудования,012001018, Ф5.1
ВН ПН 40 10 48,,,,Объект производства офисного оборудования и вычислительной техники,012001019, Ф5.1
ВН ПН 40 10 50,,,,Объект производства электрических машин и электрооборудования,012001020, Ф5.1
ВН ПН 40 10 52,,,,"Объект производства электронных компонентов, аппаратур для радио, телевидения и связи",012001021, Ф5.1
ВН ПН 40 10 54,,,,"Объект производства автомобилей, прицепов и полуприцепов",012001022, Ф5.1
ВН ПН 40 10 56,,,,"Объект производства судов, летательных и космических аппаратов и прочих транспортных средств",012001023, Ф5.1
ВН ПН 40 10 58,,,,Объект производства мебели,012001024, Ф5.1
ВН ПН 40 10 60,,,,Объект индустриальных парков,012001025,
ВН ПН 50,,Специальные объекты,,,013,
ВН ПН 50 10,,,"Гидротехническое, вспомогательное инженерное сооружение",,013001,
ВН ПН 50 10 10,,,,Дамба,013001001,
ВН ПН 50 10 20,,,,Берегоукрепительное сооружение,013001002,
ВН ПН 50 10 30,,,,Шлюз,013001003,
ВН ПН 50 10 40,,,,Вспомогательное гидротехническое инженерное сооружение,013001004,
ВН ПН 50 15,,,Объект обороны и безопасности,,013002,
ВН ПН 50 15 10,,,,Военкомат,013002001,
ВН ПН 50 15 20,,,,Казарма,013002002,
ВН ПН 50 20,,,Объекты мест содержания под стражей и (или) отбывания наказания,,013003,
ВН ПН 50 20 10,,,,Тюрьма,013003001,
ВН ПН 50 20 20,,,,Исправительная колония,013003002,
ВН ПН 50 20 30,,,,Следственный изолятор,013003003,
ВН ПН 50 20 40,,,,Арестный дом,013003004,
ВН ПН 50 20 50,,,,Исправительный центр,013003005,
ВН ПН 50 25,,,Ритуальный объект,,013004,
ВН ПН 50 25 10,,,,Крематорий,013004002,
ВН ПН 50 25 20,,,,Колумбарий,013004003,
ВН ПН 50 25 30,,,,Похоронный дом,013004004,
ВН ПН 50 25 40,,,,Бюро похоронного обслуживания,013004005,
ВН ПН 50 25 50,,,,Салон-магазин,013004006,
ВН ПН 50 35,,,Объект электроснабжения,,013006,
ВН ПН 50 35 10,,,,"Электростанция, использующая энергию природных явлений, в т.ч. гидроэлектростанция",013006001,
ВН ПН 50 35 20,,,,Атомная электростанция,013006002,
ВН ПН 50 35 30,,,,Электрическая подстанция,013006003,
ВН ПН 50 35 50,,,,Объект электроснабжения иного типа,013006005,
ВН ПН 50 40,,,Объект водоснабжения,,013007,
ВН ПН 50 40 10,,,,Скважина для забора воды,013007001,
ВН ПН 50 40 20,,,,Поверхностный водозабор,013007002,
ВН ПН 50 40 30,,,,Водопроводное очистное сооружение,013007003,
ВН ПН 50 40 40,,,,Насосная станция,013007004,
ВН ПН 50 45,,,Объект водоотведения и канализации,,013008,
ВН ПН 50 45 10,,,,Канализационная насосная станция,013008001,
ВН ПН 50 45 20,,,,Канализационное очистное сооружение,013008002,
ВН ПН 50 50,,,Объект теплоснабжения,,013009,
ВН ПН 50 50 10,,,,Тепловая станция,013009001,
ВН ПН 50 50 20,,,,Котельная,013009002,
ВН ПН 50 50 30,,,,Тепловой пункт,013009003,
ВН ПН 50 50 40,,,,Насосная станция тепловых сетей,013009004,
ВН ПН 50 55,,,Объект газоснабжения,,013010,
ВН ПН 50 55 10,,,,Газорегуляторный пункт,013010001,
ВН ПН 50 55 20,,,,Газораспределительная станция,013010002,
ВН ПН 50 60,,,Объект связи,,013011,
ВН ПН 50 60 10,,,,Автоматическая телефонная станция,013011001,
ВН ПН 50 60 20,,,,Антенно-мачтовое сооружение,013011002,
ВН ПН 50 60 30,,,,Башня сотовой связи,013011003,
ВН ПН 50 60 40,,,,Спутниковая наземная станция,013011004,
ВН ПН 50 60 50,,,,"Телевизионная станция, радиостанция",013011005,
ВН ПН 50 60 60,,,,Телевизионный ретранслятор,013011006,
ВН ПН 50 65,,,Смешанный объект инженерной инфраструктуры,,013012,
ВН ПН 50 65 10,,,,Теплоэлектроцентраль,013012001,
ВН ПН 50 65 20,,,,Теплоэлектростанция,013012002,
ВН ПН 50 70,,,"Аварийно-спасательный объект и объект гражданской обороны, защиты от чрезвычайных ситуаций, обеспечения пожарной безопасности",,013013,
ВН ПН 50 70 10,,,,Объект аварийно-спасательной службы,013013001,
ВН ПН 50 70 20,,,,Объект пожарной охраны,013013002,
ВН ПН 50 70 30,,,,"Объект гражданской обороны, защиты от чрезвычайных ситуаций",013013003,
ВН ЛО,Линейные объекты,,,,,
ВН ЛО 10,,Объект транспортных коммуникаций,,,,
ВН ЛО 10 10,,,Автомобильная дорога,,,
ВН ЛО 10 20,,,Железная дорога,,,
ВН ЛО 10 30,,,Метрополитен,,,
ВН ЛО 10 40,,,Монорельс,,,
ВН ЛО 10 50,,,Трубопроводы,,,
ВН ЛО 10 50 10,,,,Сеть водоснабжения,013007005,
ВН ЛО 10 50 20,,,,Канализационная сеть,013008003,
ВН ЛО 10 50 30,,,,Тепловая сеть,013009005,
ВН ЛО 10 50 40,,,,Газораспределительная сеть,013010003,
ВН ЛО 10 50 50,,,,Коллектор,013012003,
ВН ЛО 10 60,,,Подъемный транспорт,,,
ВН ЛО 10 60 10,,,,Канатная дорога,,
ВН ЛО 10 60 20,,,,Фуникулер,,
ВН ЛО 20,,Линейно-кабельные сооружения,,,,
ВН ЛО 20 10,,,Линия электропередачи,,13006004,
ВН ЛО 20 20,,,Линия связи,,,
ВН ЛО 20 20 10,,,,Радиорелейная линия связи,013011007,
ВН ЛО 20 20 20,,,,Волокнистооптическая линия связи,013011008,
