Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Код класса по МССК,Примечания
,,,GGGB,,Геокомпозит,"Многослойный материал из скрепленных в плоскости различных слоев (не менее двух), отличающихся по своей структуре друг от друга.","ГОСТ Р 55028-2012
ГОСТ Р 53225-2008
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,,,
,,,GGGC,,Армогеокомпозит,,"ГОСТ Р 55028-2012
ГОСТ Р 53225-2008
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,,,
,,GGH,,,Стекломагниевый лист,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128,По виду материала,,,СТ 10 13 25,
,,GGJ,,,Лакостеклоткани,,"ГОСТ Р 50375.1-92
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",По виду материала,,"01.7.05
",,
,,,,GGJ010,Лакоткани капроновые,,"ГОСТ Р 50375.1-92
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,59.1.01.07-0077,,
,,,,GGJ020,Лакоткани на натуральном шелке,,"ГОСТ Р 50375.1-92
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,59.1.01.07-0079,,
,,,,GGJ030,Лакоткани стеклянные,,"ГОСТ Р 50375.1-92
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"01.7.05.03
59.1.01.07-0080",,
,,,,GGJ040,Лакоткани хлопчатобумажные,,"ГОСТ 28034-89
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,01.7.05.04,,
,,GGK,,,Мембраны,,,По виду материала,,,,
,,,GGKA,,Мембрана ПВХ,"Водонепроницаемое гидроизоляционное гибкое полотно, выполненное из полимерного материала","ГОСТ Р 56704-2022
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"12.1.02.10-0089
12.1.02.10-0095
12.1.02.10-0133
12.1.02.10-0134
12.1.02.10-0135
12.1.02.10-0136
12.1.02.10-0137
12.1.02.10-0138
12.1.02.10-0139
12.1.02.10-0140
12.1.02.10-0141
12.1.02.10-0142
12.1.02.10-0143
12.1.02.10-1040
12.1.02.10-1042
12.1.02.10-1077
12.1.02.10-1084
12.1.02.10-1116
12.1.02.10-1117
12.1.02.10-1118
12.1.02.10-1119
12.1.02.10-1120
12.1.02.10-1122
12.1.02.10-1146
12.1.02.10-1148
12.1.02.10-1152
12.1.02.10-1158
12.1.02.10-1161
 12.1.02.10-1381
 12.1.02.10-1388
 12.1.02.10-1387
 12.1.02.10-1389
",,
,,,GGKB,,Мембрана полипропиленовая,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,"12.1.02.11
12.1.02.10-0144
12.1.02.10-0145",,
,,,GGKC,,Мембрана ТПО (смесь каучука и полипропилена),,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,"
12.1.02.10-1190
12.1.02.10-1274
12.1.02.10-1322
12.1.02.10-1324
",,
,,,GGKD,,ЭПДМ мембрана (синтетический каучук),,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,"12.1.02.10-1334
12.1.02.10-1336
12.1.02.10-1340
12.1.02.10-1344
12.1.02.10-1348
12.1.02.10-1350
12.1.02.10-1352
12.1.02.10-1354",,
,,,GGKE,,Геомембрана,,"ГОСТ Р 56586-2015
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,01.7.12.04,,
,,,,GGKE010,"Полотно дренажное, полиэтиленовое",,"ГОСТ Р 56586-2015
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"01.7.12.06-1088
01.7.12.06-1092",,
H,,,,,Отходы промышленности,,,По виду материала,,,,
,HA,,,,Смеси шлака и аналогичных промышленных отходов,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),По виду материала,,02.4,,
,,HAA,,,Щебень шлаковый,"материал с крупностью зерен более 4 мм, получаемый дроблением и рассевом продуктов дробления отвальных металлургических шлаков или специальной обработкой огненно-жидких шлаковых расплавов из отходов металлургического и химического производств.","ГОСТ 32858-2014
ГОСТ 32826-2014
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,02.4.03,,
,,HAB,,,Смеси шлаковые,,"ГОСТ Р 58770-2019
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"02.4.02
59.1.02.04
",,
,HB,,,,Отходы металлургии,,,По виду материала,,,,
,,HBA,,,Шлаки цветной металлургии,,ГОСТ 5578-2019,,,02.4.03.03,,
,,HBB,,,Ферросплавные шлаки,,ГОСТ 5578-2019,,,,,
,,HBC,,,Сталеплавильные шлаки,,ГОСТ 5578-2019,По виду материала,,,,
,,,,HBC010,Песок шлаковый для дорожного строительства,,"ГОСТ 3344-83
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"59.1.02.04-0001
",СТ 10 10 32,
,,,,HBC020,Щебень пористый из металлургического шлака,,"ГОСТ 32496-2013
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"
59.1.02.04-0009
59.1.02.04-0010",,
,,,,HBC030,Щебень из доменного шлака для бетона,,"ГОСТ 32496-2013
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"
59.1.02.04-0005
59.1.02.04-0006
59.1.02.04-0007
59.1.02.04-0008",,
,,,,HBC040,Песок пористый из металлургического шлака,,"ГОСТ 32496-2013
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,,,
,,,,HBC050,Смеси щебеночно-песчаные из шлаков черной металлургии,,"ГОСТ 32496-2013
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"
 59.1.02.04-0002
 59.1.02.04-0003
 59.1.02.04-0004",,
,,HBD,,,Продукты обогащения руд,,ГОСТ 14180-80,,,,,
,,HBE,,,Нефелиновый шлам,,ОДМ 218.3.043-2015,,,,,
,HC,,,,Отходы топливной промышленности и тепловой энергетики,,,По виду материала,,,,
,,,,HC010,Отходы углеобогащения,,ГОСТ 15489.1-93,,,,,
,,,,HC020,Смеси золошлаковые,"Смеси, образующиеся на тепловых электростанциях при совместном гидроудалении золы и шлака или механическим способом (пневмотранспортом) в золоотвал в процессе сжигания углей в пылевидном состоянии и представляющие собой вторичные минеральные ресурсы",ГОСТ 25592-2019,,,,,
,,,,HC030,Зола ТЭЦ,,ГОСТ 25818-2017,,,,,
,,,,HC040,Сажа,,"ГОСТ 18307-78
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,01.7.07.17-0011,,
,,,,HC050,Шлаки ТЭЦ,,ГОСТ Р 57789-2017,,,,,
,,,,HC060,Шахтные породы,,ГОСТ Р 58150-2018,,,,,
,,,,HC070,Каменноугольные фусы,, ТУ 19.10.20-003-53496484-2019,,,,,
,HD,,,,Отходы химической промышленности,,,По виду материала,,,,
,,HDA,,,Железистные отходы,,ГОСТ 30775-2001,,,,,
,,HDB,,,Известьсодержащие отходы,,ГОСТ 30775-2001,,,,,
,,HDC,,,Гипсосодержащие отходы,,ГОСТ 30775-2001,,,,,
,,HDD,,,Солесодержащие шламы,,ГОСТ 30775-2001,,,,,
,,HDE,,,Нефтяные шламы,,ГОСТ 30775-2001,,,,,
,,HDF,,,Гидроксидсодержащие шламы,,ГОСТ 30775-2001,,,,,
,,HDG,,,Содопродукты,,,,,,,
,,HDH,,,Шлаки фосфорного производства,,ГОСТ 3344-83,По виду материала,,,,
,,,,HDH010,Щебень из фосфорных шлаков,,ГОСТ 3344-83,,,,,
,,HDJ,,,Вторичные полимерные продукты,,ГОСТ Р 57058-2016,,,,,
,HE,,,,Отходы обрабатывающей промышленности строительства,,,По виду материала,,,,
,,HEA,,,Бой строительных материалов,,,По виду материала,,,,
,,,,HEA010,Бой кирпича,,ГОСТ 32495-2013,,,"06.1.02.02
17.1.02.05-0031",,
,,,,HEA020,Бой бетона,,,,,,,
,,,,HEA030,Бой асфальта,,,,,,,
,,,,HEA040,Бой стекла,,ГОСТ 32495-2013,,,,,
,,,,HEA050,Бой керамики,,ГОСТ 32495-2013,,,,,
,,HEB,,,Лом металлов,,СП 43.13330.2012,По виду материала,,,,
,,,,HEB010,Чугунный лом,,СП 43.13330.2012,,,,,
,,,,HEB020,Стальной лом,,СП 43.13330.2012,,,,,
,,,,HEB030,Стальная стружка,,СП 43.13330.2012,,,,,
J,,,,,Жидкие и газообразные материалы,,,По виду материала,,,,
,JA,,,,Масла,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),По виду материала,,"01.3.04
01.3.04.08",,
,,,,JA010,Масло гидравлическое,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
ГОСТ 17479.3-85",,,01.3.04.01,,
,,,,JA020,Масло дизельное моторное,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
ГОСТ 12337-2020",,,"01.3.04.02
01.3.04.08-0023",,
,,,,JA030,Масло индустриальное,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
ГОСТ 17479.4-87",,,01.3.04.03,,
,,,,JA040,Масло компрессорное,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
ГОСТ 1861-73",,,01.3.04.04,,
,,,,JA050,Масло трансмиссионное,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
ГОСТ 17479.2-2015",,,"
 59.1.01.03-0059
59.1.01.03-0061",,
,,,,JA060,Масло трансформаторное,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
ГОСТ 982-80",,,01.3.04.06,,
,,,,JA070,Масло турбинное,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
ГОСТ 32-74",,,01.3.04.07,,
