Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Примечания
,,EAQ,,,Фторполимер,,ГОСТ 31610.20-2-2017,По виду материала,,,
,,,,EAQ010,Тефлон (фторопласт),,ГОСТ Р МЭК 62561.4-2014,,,01.7.14.06,
,EB,,,,Реактопласты,,,По виду материала,,,
,,EBA,,,Ненасыщенные полиэфиры,,ГОСТ 27952-2017,По виду материала,,20.59.59.01.3.05.38-0181,
,,EBB,,,Полиизоцианат,,,По виду материала,,20.16.56.14.2.04.04-0101,
,,EBC,,,Кремнийорганические полимеры,,ГОСТ 32794-2014,По виду материала,,,
,,EBD,,,Смолы и соединения эпоксидные,,ГОСТ Р 56752-2015,По виду материала,,"14.2.04.02
14.2.04.03
14.2.04.04",
,,,,EBD010,Смола акриловая,,,,,,
,,,,EBD020,Смола алкидная,,ГОСТ 26194-84,,,,
,,,,EBD030,Смола аминоформальдегидная,,,,,,
,,,,EBD040,Смола виниловая,,ГОСТ Р 54560-2015,,,,
,,,,EBD050,Смола винилэфирная,,ГОСТ 32794-2014,,,,
,,,,EBD060,Смола карбамидная,,ГОСТ 32794-2014,,,"20.16.55.14.2.04.04-0211
20.16.56.14.2.04.04-0212",
,,,,EBD070,Смола меламиновая,,ГОСТ 32794-2014,,,,
,,,,EBD080,Смола мочевиноформальдегидная,,,,,20.16.56.14.2.04.04-0301,
,,,,EBD090,Смола пенополиуретановая,,,,,20.16.56.14.2.04.04-1005,
,,,,EBD100,Смола полиамидная,,,,,20.16.59.14.2.04.04-0304,
,,,,EBD110,Смола полиэфирная,"Термореактивная смола, содержащая эпоксидные группы, способные к образованию поперечных связей в процессе отверждения, в результате которого формируется эпоксидопласт",ГОСТ 27952-2017,,,20.16.56.14.2.04.02-1004,
,,,,EBD120,Смола феноловая,,ГОСТ 32794-2014,,,,
,,,,EBD130,Смола фенолформальдегидная,,ГОСТ 32794-2014,,,,
,,,,EBD140,Смола эпоксидная,,ГОСТ 32794-2014,,,14.2.04.03,
,,,,EBD150,Ненасыщенные полиэстровые смолы,,,,,,
,EC,,,,Синтетические каучуки,,ГОСТ 11138-2019,По виду материала,,14.2.06.04,
,,,,EC010,Бутадиенстирольный каучук,,СБЦП 81-02-13-2001,,,,
,,,,EC020,Бутиловый каучук,,ГОСТ ISO 2302-2016,,,,
,,,,EC030,Полихлоропреновый каучук,,ГОСТ ISO 2475-2013,,,,
,,,,EC040,Полисульфидный каучук,,ГОСТ ISO 1629-2019,,,,
,,,,EC050,Полиуретановый каучук,,ГОСТ 34376.2-2017,,,,
,,,,EC060,Силиконовый каучук,,,,,,
,ED,,,,Материалы на основе полимеров,,,По виду материала,,"01.7.14
",
,,EDA,,,Пленки,,,По виду материала,,,
,,,,EDA010,Полиэтиленовая пленка,,ГОСТ 10354-82,,,01.7.07.12,
,,,,EDA020,Полипропиленовая пленка,,ГОСТ 33118-2014,,,,
,,,,EDA030,Пленка поливинилхлоридная,,ГОСТ 24944-81,,,,
,,,,EDA040,Пленка полиэтилентерефталатная,,ГОСТ 24234-80,,,,
,,,,EDA050,Пленка поливинилбутиральная клеящая,,ГОСТ 9438-85,,,,
,,,,EDA060,Пленка винипластовая каландрированная,,ГОСТ 16398-81,,,,
,,EDB,,,Пористая резина,,ГОСТ 11722-78,По виду материала,,,
,,,,EDB010,Пористая резина на основе EVA (этиленвинилацетат),,ГОСТ 11722-78,,,,
,,,,EDB020,Пористая резина на основе EPDM (этилен-пропиленовый каучук),,ГОСТ 11722-78,,,,
,,,,EDB030,Пористая резина на основе неопрена CR/SBR,,ГОСТ 11722-78,,,,
,,,,EDB040,Пористая резина на основе твердого каучука,,ГОСТ 11722-78,,,,
,,EDC,,,Газонаполненные полимеры,,,По виду материала,,,
,,,EDCA,,Пенопласт,,ГОСТ 24434-80,,,22.21.41.01.7.14.07-1000,
,,,,EDCA010,Пенополистирол,,ГОСТ 15588-2014,,,,
,,,,EDCA020,Пенополиуретан,,,,,20.30.22.14.5.01.05-0101,
,,,,EDCA030,Поролон,,,,,08.99.29.01.7.10.17-1000,
,,,,EDCA040,Пенофенопласт,,ГОСТ Р 56076-2014,,,,
,,,,EDCA050,Пенополипропилен,,СП 23-103-2003,,,,
,,,EDCB,,Поропласт,,ГОСТ 32794-2014,,,,
,,,,EDCB010,Пенополиэтилен,"Полужесткий или эластичный теплоизоляционный материал на основе полимеров, полученных из этилена, или на основе полимеров, полученных из этилена и/или пропилена",ГОСТ Р 56729-2015,,,,
,,,,EDCB020,Поропласт фенольно-формальдегидный,,,,,,
,,,,EDCB030,Поропласт кремнийорганический,,,,,,
,,,,EDCB040,Пенополивинилхлорид,,,,,,
,,,EDCC,,Сотопласт,, ТУ 2296-003-68732358-2015,,,,
,,EDD,,,Волокна и фибра полимерные,, СТО НОСТРОЙ 2.27.125-2013,По виду материала,,,
,,,EDDA,,Фибра полимерная,, СТО НОСТРОЙ 2.27.125-2013,,,,
,,,,EDDA010,Фибра полиэфирная,,,,,,
F,,,,,Синтетические материалы,,,По виду материала,,,
,FA,,,,Клеи неорганические,,,По виду материала,,,
,,FAA,,,Клей на акриловой основе,,,По виду материала,,14.1.02.01,
,,FAB,,,Клеи на основе карбамидоформальдегидных смол,,ГОСТ 30535-97,По виду материала,,,
,,FAC,,,Клей поливинилацетатный,,,По виду материала,,20.52.10.14.1.05.02-1003,
,,FAD,,,Клей полиуретановый,,ТУ 2252-014-65173993-2013,По виду материала,,14.1.05.02,
,,FAE,,,Клеи на основе резорциноформальдегидных смол,,ГОСТ 20907-2016,По виду материала,,,
,,FAF,,,Клей на основе эпоксидных смол,,ОДМ 218.3.100-2017,По виду материала,,14.1.05.04,
,,,,FAF010,Клей на основе эпоксидных смол холодного отверждения,,ОДМ 218.3.100-2017,,,,
,,,,FAF020,Клеи на основе эпоксидных смол горячего отверждения,,ОДМ 218.3.100-2017,,,,
,,FAG,,,Клеи на основе фенолформальдегидных смол,,ГОСТ 30535-97,По виду материала,,,
,,FAH,,,Клей фенолополивинилацетальный,,ГОСТ 30535-97,По виду материала,,14.1.05.03,
,,FAJ,,,Клей на основе гипса,,ГОСТ Р 58275-2018,По виду материала,,14.1.06.01,
,,FAK,,,Клей на основе цемента,,ГОСТ Р 56387-2018,По виду материала,,14.1.06.02,
,,,,FAK010,Клей полимерцементный,,ГОСТ Р 56387-2018,,,14.1.06.04,
,,FAL,,,Клей на силикатной основе,,,По виду материала,,14.1.06.03,
,,FAM,,,Клей на основе полиуретанов,,ГОСТ 33122-2014,По виду материала,,,
,,FAN,,,Клей на основе полиэфирных смол,,ГОСТ 30535-97,По виду материала,,,
,,FAP,,,Клей на основе полиэфирных смол насыщенных,,ГОСТ 30535-97,По виду материала,,,
,,FAQ,,,Клей на основе полиэфирных смол ненасыщенных,,ГОСТ 30535-97,По виду материала,,,
,,FAR,,,Клей на основе полиамидов,,ГОСТ 30535-97,По виду материала,,,
,,FAS,,,Клей на основе полимеров и сополимеров винил хлорида,,ГОСТ 30535-97,По виду материала,,,
,,FAT,,,Клей на основе поливинилацетата,,ГОСТ 30535-97,По виду материала,,,
,,FAU,,,Клей на основе поливинилакрилатов,,ГОСТ 30535-97,По виду материала,,,
,,FAV,,,Клей на основе синтетических каучуков,,ГОСТ 30535-97,По виду материала,,,
,,FAW,,,"Клей на основе сополимеров этилена с винилацетатом, полиолефинов, полиамидов (клеи-расплавы)",,ГОСТ 30535-97,По виду материала,,,
,FB,,,,Лакокрасочные материалы,"Жидкий, пастообразный или порошковый материал, образующий при нанесении на окрашиваемую поверхность лакокрасочное покрытие с защитными, декоративными и/или специальными техническими свойствами",ГОСТ 28246-2017,По виду материала,,,
,,FBA,,,Лаки,"Лакокрасочный материал, образующий при нанесении на окрашиваемую поверхность прозрачное лакокрасочное покрытие с защитными, декоративными или специальными техническими свойствами",ГОСТ 28246-2017,По виду материала,,"14.3.03
14.4.03",
,,,FBAA,,"Лаки на основе сложных полиэфиров, акриловых или виниловых полимеров в неводной среде",,,,,"14.4.03
",
,,,,FBAA010,Лак алкидный,,ГОСТ Р 52165-2003,,,14.4.03.01,
,,,,FBAA020,Лак бакелитовый,,ГОСТ 901-2017,,,14.4.03.02,
,,,,FBAA030,Лак битумный,,ГОСТ Р 52165-2003,,,14.4.03.03,
,,,,FBAA040,Лак каменноугольный,,ГОСТ 1709-75,,,14.4.03.04,
,,,,FBAA050,Лак кремнийорганический,,ГОСТ Р 52165-2003,,,14.4.03.05,
,,,,FBAA060,Лак меламинный,,ГОСТ Р 52165-2003,,,14.4.03.06,
,,,,FBAA070,Лак мочевинный,,ГОСТ 24404-80,,,14.4.03.07,
,,,,FBAA080,Лак на основе акриловых сополимеров,,ГОСТ Р 52165-2003,,,14.4.03.08,
,,,,FBAA090,Лак на основе сополимеров винилхлорида,,ГОСТ Р 52165-2003,,,14.4.03.09,
,,,,FBAA100,Лак на основе хлорсульфированного полиэтилена,,,,,14.4.03.10,
,,,,FBAA110,Лак нитроцеллюлозный,,ГОСТ Р 52165-2003,,,14.4.03.11,
,,,,FBAA120,Лак пентафталевый,,ГОСТ Р 52165-2003,,,14.4.03.12,
,,,,FBAA130,Лак перхлорвиниловый,,ГОСТ Р 52165-2003,,,14.4.03.13,
,,,,FBAA140,Лак поливинилацетатный,,ГОСТ Р 52165-2003,,,14.4.03.14,
,,,,FBAA150,Лак полиуретановый,,ГОСТ Р 52165-2003,,,14.4.03.15,
,,,,FBAA160,Лак эпоксидный,,ГОСТ Р 52165-2003,,,14.4.03.16,
,,,FBAB,,Лаки на основе акриловых или виниловых полимеров в водной среде,,ГОСТ Р 52165-2003,,,"14.3.03
",
,,,,FBAB010,Лак водно-дисперсионный акриловый,,ГОСТ Р 52165-2003,,,14.3.03.01,
,,FBB,,,Краски,"Жидкий или пастообразный пигментированный лакокрасочный материал, в котором пленкообразующим веществом лакокрасочного материала являются различные марки олиф или водная дисперсия синтетических полимеров, образующий при нанесении на окрашиваемую поверхность непрозрачное лакокрасочное покрытие",ГОСТ 28246-2017,По виду материала,,"14.3.02
14.4.02",
,,,FBBA,,"Краски на основе сложных полиэфиров, акриловых или виниловых полимеров в неводной среде",,,,,"14.4.02
",
,,,,FBBA010,Белила готовые,,ГОСТ 10503-71,,,14.4.02.01,
,,,,FBBA020,Краска кремнийорганическая,,ГОСТ 9.401-2018,,,14.4.02.02,
,,,,FBBA030,Краска минерального типа,,,,,14.4.02.03,
,,,,FBBA040,Краска на масляной основе,,ГОСТ 10503-71,,,14.4.02.04,
,,,,FBBA050,Краска на основе силиконовой смолы,,,,,14.4.02.05,
,,,,FBBA060,Краска на основе эпоксидных смол,,,,,14.4.02.06,
,,,,FBBA070,Краска перхлорвиниловая,,,,,14.4.02.07,
,,,,FBBA080,Краска полиуретановая,,СП 28.13330.2017,,,14.4.02.08,
,,,FBBB,,Краски на основе акриловых или виниловых полимеров в водной среде,"Жидкий пигментированный лакокрасочный материал, в котором лакокрасочной средой является дисперсия органического пленкообразующего вещества лакокрасочного материала в воде, образующая при нанесении на окрашиваемую поверхность непрозрачное лакокрасочное покрытие",ГОСТ 28246-2017,,,"14.3.02
",
,,,,FBBB010,Краска водно-дисперсионная акрилатная,,ГОСТ 28196-89,,,14.3.02.01,
,,,,FBBB020,Краска водно-дисперсионная латексная,,ГОСТ 28196-89,,,14.3.02.02,
,,,,FBBB030,Краска водно-дисперсионная поливинилацетатная,,ГОСТ 28196-89,,,14.3.02.03,
,,,,FBBB040,Краска водно-дисперсионная стирол-бутадиеновая,,ГОСТ 28196-89,,,14.3.02.04,
,,,,FBBB050,Краска водо-дисперсионная силикатная,,ГОСТ 28196-89,,,14.3.02.05,
,,,FBBC,,Краска порошковая полимерная,,ГОСТ 30763-2001,,,14.5.03.01,
,,FBC,,,Эмали,"Жидкий или пастообразный пигментированный лакокрасочный материал, в котором лакокрасочной средой является раствор пленкообразующего вещества лакокрасочного материала в органических растворителях, образующий непрозрачное лакокрасочное покрытие при нанесении на окрашиваемую поверхность",ГОСТ 28246-2017,По виду материала,,"14.4.04
",
,,,,FBC010,Нитроэмаль,,ГОСТ 6631-74,,,14.4.04.01,
,,,,FBC020,Эмаль акриловая,,,,,14.4.04.02,
,,,,FBC030,Эмаль алкидная,,,,,14.4.04.03,
,,,,FBC040,Эмаль кремнийорганическая,,,,,14.4.04.04,
,,,,FBC050,Эмаль на основе меламиноформальдегидных смол,,,,,14.4.04.05,
,,,,FBC060,Эмаль на основе хлорсульфированного полиэтилена,,,,,14.4.04.06,
,,,,FBC070,Эмаль нитроцеллюлозная,,,,,14.4.04.07,
,,,,FBC080,Эмаль пентафталевая,,,,,14.4.04.08,
,,,,FBC090,Эмаль перхлорвиниловая,,,,,14.4.04.09,
,,,,FBC100,Эмаль полиуретановая,,,,,14.4.04.10,
,,,,FBC110,Эмаль на основе эпоксидных смол и органических растворителей,,,,,14.4.04.11,
,,,,FBC120,Эмаль эпоксидная,,,,,14.4.04.12,
,,FBD,,,Олифы синтетические,,ГОСТ 190-78,По виду материала,,14.5.05.01,
,,FBE,,,Шпатлевки,"Лакокрасочный материал с высоким содержанием наполнителя, который наносят на окрашиваемую поверхность перед окрашиванием для выравнивания неровностей или получения гладкой ровной поверхности",ГОСТ 28246-2017,По виду материала,,"14.5.11
",
,,,,FBE010,Шпатлевка масляно-клеевая,,,,,14.5.11.01,
,,,,FBE020,Шпатлевка на акриловой основе,,,,,14.5.11.02,
,,,,FBE030,Шпатлевка на основе гипса,,ГОСТ Р 57957-2017,,,14.5.11.03,
,,,,FBE040,Шпатлевка на основе полимеров,,,,,14.5.11.04,
,,,,FBE050,Шпатлевка на основе синтетической смолы,,,,,14.5.11.05,
,,,,FBE060,Шпатлевка на основе цемента,,,,,14.5.11.06,
,,,,FBE070,Шпатлевка нитроцеллюлозная,,,,,14.5.11.07,
,,,,FBE080,Шпатлевка перхлорвиниловая,,,,,14.5.11.08,
,,,,FBE090,Шпатлевка эпоксидная,,,,,14.5.11.09,
,,FBF,,,Грунтовки,"Лакокрасочный материал, образующий при нанесении на окрашиваемую поверхность непрозрачное или прозрачное однородное лакокрасочное покрытие с хорошей адгезией к окрашиваемой поверхности и следующим слоям и предназначенный для улучшения свойств лакокрасочной системы",ГОСТ 28246-2017,По виду материала,,"14.3.01
14.4.01",
,,,FBFA,,"Грунтовки на основе сложных полиэфиров, акриловых или виниловых полимеров в неводной среде",,,,,"14.4.01
",
,,,,FBFA010,Грунтовка глифталевая,,ГОСТ 25129-82,,,14.4.01.01,
,,,,FBFA020,Грунтовка на акриловой основе,,ГОСТ 25718-83,,,14.4.01.02,
,,,,FBFA030,Грунтовка на латексной основе,,,,,14.4.01.03,
,,,,FBFA040,Грунтовка на масляной основе,,ГОСТ Р 51693-2000,,,14.4.01.04,
,,,,FBFA050,Грунтовка на основе алкидных смол,,,,,14.4.01.05,
,,,,FBFA060,Грунтовка на основе полиметилметакрилата,,ГОСТ Р 53627-2009,,,14.4.01.06,
,,,,FBFA070,"Грунтовка на основе полисилоксанов, модифицированных акриловыми смолами",,,,,14.4.01.07,
,,,,FBFA080,Грунтовка на основе суспензии,,,,,14.4.01.08,
,,,,FBFA090,Грунтовка на основе эпоксидных смол,,ГОСТ Р 51693-2000,,,14.4.01.09,
,,,,FBFA100,Грунтовка на силикатной основе,,,,,14.4.01.10,
,,,,FBFA110,Грунтовка нитроцеллюлозные,,,,,14.4.01.11,
,,,,FBFA120,Грунтовка пентафталевые,,,,,14.4.01.12,
,,,,FBFA130,Грунтовка перхлорвиниловые,,,,,14.4.01.13,
,,,,FBFA140,Грунтовка поливинилацетатные фосфатирующие,,,,,14.4.01.14,
,,,,FBFA150,Грунтовка полиуретан-цементная,,,,,14.4.01.15,
,,,,FBFA160,Грунтовка полиуретановая,,,,,14.4.01.16,
,,,,FBFA170,Грунтовка фенолоформальдегидная,,ГОСТ Р 51693-2000,,,14.4.01.17,
,,,,FBFA180,Грунтовка цинконаполненная,,,,,14.4.01.18,
,,,FBFB,,Грунтовки на основе акриловых или виниловых полимеров в водной среде,,,,,"14.3.01
",
,,,,FBFB010,Грунтовка адгезионная,,,,,14.3.01.01,
,,,,FBFB020,Грунтовка полиакриловая,,,,,14.3.01.02,
,,,,FBFB030,Составы грунтовочные акриловые,,,,,14.3.01.03,
,FC,,,,Мастики на основе синтетических полимеров,,ГОСТ 30307-95,По виду материала,,"14.5.04
",
,,,,FC010,Мастика бутилкаучуковая,,ГОСТ 24064-80,,,14.5.04.01,
,,,,FC020,Мастика на основе кумароновых смол,,,,,14.5.04.02,
,,,,FC030,Мастика на основе синтетических каучуков,,ГОСТ 24064-80,,,14.5.04.03,
,,,,FC040,Мастика на основе синтетических смол,,,,,14.5.04.04,
,,,,FC050,Мастика полимерная,,ГОСТ 30307-95,,,14.5.04.05,
,,,,FC060,Мастика полиуретановая,,,,,14.5.04.06,
,,,,FC070,Мастика полиизобутиленовая,,,,,20.30.22.14.5.04.08-0014,
,,,,FC080,Мастик тиоколовая,,,,,14.5.04.07,
,FD,,,,Герметики и замазки,,,По виду материала,,"14.5.01
14.5.02",
,,FDA,,,Замазки,,ГОСТ 25621-83,По виду материала,,"14.5.02
",
,,,,FDA010,Замазка тиоколовая,,ГОСТ 25621-83,,,14.5.02.01,
,,FDB,,,Герметики,,,По виду материала,,"14.5.01
",
,,,,FDB010,Герметик акриловый,,,,,14.5.01.01,
,,,,FDB020,Герметик битумно-полимерный,,ГОСТ 30740-2000,,,14.5.01.02,
,,,,FDB030,Герметик кремнийорганический,,ТУ 6-02-I-015-89,,,14.5.01.04,
,,,,FDB040,Герметик пенополиуретановый,,ГОСТ 24285-80,,,14.5.01.05,
,,,,FDB050,Герметик полиуретановый,,ГОСТ 25621-83,,,14.5.01.06,
,,,,FDB060,Герметик силиконовый,,ГОСТ Р 57400-2017,,,14.5.01.07,
,,,,FDB070,Герметик тиоколовый,,ГОСТ 13489-79,,,14.5.01.08,
,,,,FDB080,Герметик фенольно-каучуковый,,,,,14.5.01.09,
,FE,,,,Составы и композиции,,,По виду материала,,,
,,FEA,,,Покрытия,,,По виду материала,,,
,,,FEAA,,Покрытия защитные,,,,,"14.2.03
",
,,,,FEAA010,Воск полиэтиленовый,,ТР ТС 029/2012,,,"20.41.42.01.7.07.03-0011
20.41.42.01.7.07.03-0012
20.41.42.01.7.07.03-0007",
,,,,FEAA020,Покрытие на акрилатной основе защитное,,ГОСТ 33095-2014,,,14.2.03.01,
,,,,FEAA030,Покрытие на основе эпоксидных смол защитное,,,,,14.2.03.02,
,,,,FEAA040,Покрытие на основе полимочевины защитное,,,,,14.2.03.03,
,,,,FEAA050,Покрытие на основе полиуретановых смол защитное,,,,,14.2.03.04,
,,,,FEAA060,Покрытие на цементной основе защитное,,,,,14.2.03.05,
,,,,FEAA070,Покрытие полимерцементное защитное,,,,,14.2.03.06,
,,,FEAB,,Покрытия лакокрасочные декоративные,,ГОСТ 33095-2014,,,"14.5.08
",
,,,,FEAB010,Покрытие декоративное на основе акриловой дисперсии,,ГОСТ 33095-2014,,,14.5.08.01,
,,,,FEAB020,Покрытие декоративной на основе водной полимерной дисперсии,,ГОСТ 33095-2014,,,14.5.08.02,
,,,,FEAB030,Покрытие на основе акриловой дисперсии,,ГОСТ 33095-2014,,,14.5.08.03,
,,,,FEAB040,Покрытие текстурное на основе акриловых сополимеров,,ГОСТ 33095-2014,,,14.5.08.04,
,,FEB,,,Композиции защитные,,,По виду материала,,"14.2.01
",
,,,,FEB010,Композиция органо-силикатная защитная,,,,,14.2.01.01,
,,,,FEB020,Композиция полиуретановая защитная,,,,,14.2.01.02,
,,,,FEB030,Композиция эпоксидно-каменноугольная защитная,,,,,14.2.01.03,
,,,,FEB040,Композиция эпоксидная защитная,,,,,14.2.01.04,
,,,,FEB050,Композиция полимерная защитная,,,,,14.2.01.05,
,,FEC,,,Составы защитные,,СП 71.13330.2017,По виду материала,,"14.2.05
",
,,,,FEC010,Состав минеральный защитный,,,,,14.2.05.01,
,,,,FEC020,Состав на основе полимочевины защитный,,,,,14.2.05.02,
,,,,FEC030,Состав на основе полиуретановых смол защитный,,,,,14.2.05.03,
,,,,FEC040,Состав на основе эпоксидных смол защитный,,,,,14.2.05.04,
,,,,FEC050,Состав на цементно-эпоксидной основе защитный,,ВСН 344-75,,,14.2.05.05,
,,,,FEC060,Антикоррозионный минеральный состав,,ГОСТ 21.513-83,,,20.30.22.14.2.03.07-1000,
G,,,,,Композиционные материалы,,,По виду материала,,,
,GA,,,,Каменная кладка,,ГОСТ 32047-2012,По виду материала,,,
,,GAA,,,Кладка из камней из горных пород,,ГОСТ 4001-2013,По виду материала,,,
,,GAB,,,Кладка из керамических камней,,ГОСТ Р 57842-2017,По виду материала,,,
,,GAC,,,Кладка из бетонных мелких блоков,,ГОСТ 21520-89,По виду материала,,,
,GB,,,,Кирпичная кладка,,ГОСТ 32047-2012,По виду материала,,,
,,GBA,,,Кирпичная кладка из керамического кирпича на цементно-песчаном растворе,,СП 15.13330.2012,По виду материала,,,
,,GBB,,,Кирпичная кладка из силикатного кирпича на цементно-песчаном растворе,,СП 15.13330.2012,По виду материала,,,
,GC,,,,Бетон,,ГОСТ 25192-2012,По виду материала,,,
,,,,GC010,Асфальтобетон,,ГОСТ Р 54401-2020,,,,
,,,,GC020,Цементобетон,,ОДМ 218.3.081-2016,,,,
,,,,GC030,Известковый бетон,,ГОСТ 7473-2010,,,,
,,,,GC040,Шлакобетон,,ГОСТ 7473-2010,,,,
,,,,GC050,Бетон на магнезиальном вяжущем,,ГОСТ 25192-2012,,,,
,,,,GC060,Гипсобетон,,ГОСТ 7473-2010,,,,
,,,,GC070,Полимербетон,,ГОСТ 25192-2012,,,,
,,,,GC080,Пенобетон,,ГОСТ 25485-2019 и ГОСТ 31359-2007  ,,,,
,,,,GC090,Арболит,,ГОСТ 19222-2019,,,,
,,,,GC100,Опилкобетон,,,,,,
,GD,,,,Армированный бетон,,,По виду материала,,,
,,GDA,,,Железобетон,,СП 63.13330.2018,По виду материала,,,
,,,,GDA010,Преднапряженный железобетон,,СП 52-102-2004,,,,
,,GDB,,,Фибробетон,"Бетон, армированный равномерно распределенными в его объеме фибрами, имеющими сцепление с бетоном по их поверхности",СП 297.1325800.2017,По виду материала,,,
,,,,GDB010,Стеклофибробетон,,СП 297.1325800.2017,,,,
,,,,GDB020,Сталефибробетон,,СП 360.1325800.2017,,,,
,,,,GDB030,Базальтофибробетон,,СП 297.1325800.2017,,,,
,,,,GDB040,Фибробетон с пропиленовыми волокнами,,СП 297.1325800.2017,,,,
,GE,,,,Композиты на основе древесины,,ГОСТ Р 57843-2017,По виду материала,,,
,GF,,,,Материалы композитные на основе битума,,,По виду материала,,,
,,GFA,,,Гидроизол,,ГОСТ 7415-86,По виду материала,,12.1.02.01,
,,GFB,,,Каучук синтетический армированный стеклотканью,,ГОСТ 14925-79,По виду материала,,12.1.02.02,
,,GFC,,,Материал битумно-полимерный на основе полиэстера,,ГОСТ 32805-2014   ,По виду материала,,12.1.02.03,
,,GFD,,,Материал битумно-полимерный на основе стеклоткани,,ГОСТ 32805-2014   ,По виду материала,,12.1.02.04,
,,GFE,,,Материал битумно-полимерный на основе стеклохолста,,ГОСТ 32805-2014   ,По виду материала,,12.1.02.05,
,,GFF,,,Материал битумный на основе картона,,ГОСТ 32805-2014   ,По виду материала,,12.1.02.06,
,,,,GFF010,Рубероид,,ГОСТ 32805-2014   ,,,12.1.02.06,
,,,,GFF020,Пергамин,,ГОСТ 32805-2014   ,,,12.1.02.12,
,,GFG,,,Материал битумный на основе полиэстера,,ГОСТ 32805-2014   ,По виду материала,,12.1.02.07,
,,GFH,,,Материал битумный на основе стеклоткани,,ГОСТ 32805-2014   ,По виду материала,,12.1.02.08,
,,GFJ,,,Материал битумный на основе стеклохолста,,ГОСТ 32805-2014   ,По виду материала,,12.1.02.09,
,,GFK,,,Стеклорубероид,,ГОСТ 15879-70,По виду материала,,12.1.02.13,
,GG,,,,Полимерные композитные материалы,,ГОСТ Р 57921-2017,По виду материала,,,
,,GGA,,,Фольгоизол,,ГОСТ 20429-84,По виду материала,,12.2.03.13,
,,GGB,,,Углепластик,,ГОСТ Р 57407-2017,По виду материала,,,
,,GGC,,,Стеклопластик,,ГОСТ 27380-87,По виду материала,,12.2.03.10,
,,,,GGC010,Стеклоткань,,ГОСТ 26246.4-89,,,12.2.03.11,
,,,,GGC020,Стеклотекстолит,,ГОСТ 10316-78,,,01.7.05.08,
,,GGD,,,Боропластик,,ГОСТ 33519-2015,По виду материала,,,
,,GGE,,,Органопластик,,,По виду материала,,,
,,GGF,,,Текстолит,,ГОСТ 2910-74,По виду материала,,"01.7.05.09
01.7.05.10",
,,,,GGF010,Текстолит листовой,,ГОСТ 2910-74,,,01.7.05.09,
,,,,GGF020,Текстолит фасонный,,ГОСТ 5385-74,,,01.7.05.10,
,,GGG,,,Геосинтетики,,ГОСТ 32804-2014,По виду материала,,,
,,,GGGA,,Геополотно,,ГОСТ Р 55028-2012,,,,
,,,,GGGA010,Геополотно нетканое геотекстильное из полипропилена,,ГОСТ Р 55028-2012,,,"13.95.10.01.7.12.05-1002
22.23.19.01.7.12.05-1055
22.23.19.01.7.12.05-1056
22.23.19.01.7.12.05-1057
22.23.19.01.7.12.05-1058
22.23.19.01.7.12.05-1059
22.23.19.01.7.12.05-1060
22.23.19.01.7.12.05-1061
22.23.19.01.7.12.05-1062
22.23.19.01.7.12.05-1063
22.23.19.01.7.12.05-1064
22.23.19.01.7.12.05-1065",
,,,,GGGA020,Геополотно нетканое геотекстильное из полиэфирного волокна,,ГОСТ Р 55028-2012,,,"13.95.10.01.7.12.05-0053
13.95.10.01.7.12.05-0055",
,,,,GGGA030,Геополотно тканое полипропиленовое,,ГОСТ Р 55028-2012,,,"13.20.31.01.7.12.06-0001
13.20.31.01.7.12.06-0002
13.20.31.01.7.12.06-0003
13.20.31.01.7.12.06-0011
13.20.31.01.7.12.06-0012
13.20.31.01.7.12.06-0013",
,,,,GGGA040,Геополотно тканое полиэфирное,,ГОСТ Р 55028-2012,,,"22.23.19.01.7.12.06-1012
22.23.19.01.7.12.06-1014
22.23.19.01.7.12.06-1016
22.23.19.01.7.12.06-1018
22.23.19.01.7.12.06-1020
22.23.19.01.7.12.06-1022
22.23.19.01.7.12.06-1024
22.23.19.01.7.12.06-1026
22.23.19.01.7.12.06-1028
22.23.19.01.7.12.06-1030
22.23.19.01.7.12.06-1032
22.23.19.01.7.12.06-1034
22.23.19.01.7.12.06-1036
22.23.19.01.7.12.06-1038
22.23.19.01.7.12.06-1040
22.23.19.01.7.12.06-1042
22.23.19.01.7.12.06-1044
22.23.19.01.7.12.06-1046
22.23.19.01.7.12.06-1048
22.23.19.01.7.12.06-1050
22.23.19.01.7.12.06-1052
22.23.19.01.7.12.06-1054
22.23.19.01.7.12.06-1056
22.23.19.01.7.12.06-1058
22.23.19.01.7.12.06-1060
22.23.19.01.7.12.06-1062
22.23.19.01.7.12.06-1064
22.23.19.01.7.12.06-1066
22.23.19.01.7.12.06-1068
22.23.19.01.7.12.06-1070
22.23.19.01.7.12.06-1072
22.23.19.01.7.12.06-1074
22.23.19.01.7.12.06-1076
22.23.19.01.7.12.06-1078
22.23.19.01.7.12.06-1080
22.23.19.01.7.12.06-1082
22.23.19.01.7.12.06-1084
22.23.19.01.7.12.06-1086",
,,,GGGB,,Геокомпозит,,ГОСТ Р 55028-2012,,,01.7.12.12,
,,,GGGC,,Армогеокомпозит,,ОДМ 218.5.003-2010,,,01.7.12.01,
,,GGH,,,Стекломагниевый лист,,,По виду материала,,,
,,GGJ,,,Лакостеклоткани,,ГОСТ Р 50375.1-92,По виду материала,,"01.7.05
",
